"plant_name","plant_name_full","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Cucumis sativus","Cucumis sativus","Eastern Asia","Asia-Temperate","Yes","Yes","","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","Caucasus","Asia-Temperate","Yes","","","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","South-Central Pacific","Pacific","Yes","","","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","Southeastern Europe","Europe","Yes","Yes","","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","Southwestern Pacific","Pacific","Yes","","","Yes","","Yes","",""
"Cucurbita moschata","Cucurbita moschata","Indian Subcontinent","Asia-Tropical","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Mexico","Northern America","No","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Caribbean","Southern America","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Indo-China","Asia-Tropical","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Western South America","Southern America","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Northeast Tropical Africa","Africa","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","West-Central Tropical Africa","Africa","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Southwestern Pacific","Pacific","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Southeastern U.S.A.","Northern America","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Northeastern U.S.A.","Northern America","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","China","Asia-Temperate","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","South-Central U.S.A.","Northern America","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Middle Asia","Asia-Temperate","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Middle Europe","Europe","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Northern South America","Southern America","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Northwestern Pacific","Pacific","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Central America","Southern America","Both","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Malesia","Asia-Tropical","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Western Indian Ocean","Africa","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Southwestern Europe","Europe","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Southeastern Europe","Europe","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Southern South America","Southern America","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","South-Central Pacific","Pacific","Yes","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Eastern Asia","Asia-Temperate","Yes","Yes","","","","","",""
"Cyathodes glauca","Cyathodes glauca","Australia","Australasia","No","Yes","Yes","","","","",""
"Cyclamen persicum","Cyclamen persicum","Western Asia","Asia-Temperate","No","","","","","","",""
"Cyclamen persicum","Cyclamen persicum","Southeastern Europe","Europe","Both","Yes","","","","","",""
"Cyclamen persicum","Cyclamen persicum","Northern Africa","Africa","No","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","Caribbean","Southern America","No","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","Western South America","Southern America","No","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","Central America","Southern America","No","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","Mexico","Northern America","No","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","South-Central U.S.A.","Northern America","No","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","Northern South America","Southern America","No","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","Brazil","Southern America","No","","","","","","",""
"Daboecia azorica","Daboecia azorica","Macaronesia","Africa","No","","","","","","",""
"Daboecia cantabrica","Daboecia cantabrica","Southwestern Europe","Europe","No","","","","","","",""
"Daboecia cantabrica","Daboecia cantabrica","New Zealand","Australasia","Yes","","","","","","",""
"Daboecia cantabrica","Daboecia cantabrica","Northern Europe","Europe","Yes","","","","","","",""
"Dampiera linearis","Dampiera linearis","Australia","Australasia","No","Yes","Yes","","","","",""
"Daphne bholua","Daphne bholua","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","","",""
"Daphne bholua","Daphne bholua","Indo-China","Asia-Tropical","No","","","Yes","Yes","","",""
"Daphne bholua","Daphne bholua","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Daphne laureola","Daphne laureola","Australia","Australasia","Yes","Yes","Yes","","","","","Yes"
"Daphne laureola","Daphne laureola","Northern Europe","Europe","Both","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Western Canada","Northern America","Yes","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Middle Europe","Europe","No","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Southwestern Europe","Europe","No","","","","","","","Yes"
"Daphne laureola","Daphne laureola","New Zealand","Australasia","Yes","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Southeastern Europe","Europe","No","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Macaronesia","Africa","No","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Northwestern U.S.A.","Northern America","Yes","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Northern Africa","Africa","No","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Eastern Europe","Europe","Yes","","","","","","","Yes"
"Daphne odora","Daphne odora","China","Asia-Temperate","No","Yes","","Yes","","","",""
"Daphne odora","Daphne odora","Eastern Asia","Asia-Temperate","No","Yes","","Yes","","","",""
"Daphne odora","Daphne odora","Indo-China","Asia-Tropical","No","","","Yes","","","",""
"Daviesia latifolia","Daviesia latifolia","Australia","Australasia","No","Yes","Yes","","","","",""
"Daviesia ulicifolia","Daviesia ulicifolia","Australia","Australasia","No","Yes","Yes","","","","",""
"Dillwynia brunioides","Dillwynia brunioides","Australia","Australasia","No","Yes","Yes","","","","",""
"Dillwynia floribunda","Dillwynia floribunda","Australia","Australasia","No","Yes","Yes","","","","",""
"Dillwynia glaberrima","Dillwynia glaberrima","Australia","Australasia","No","Yes","Yes","","","","",""
"Dillwynia sericea","Dillwynia sericea","Australia","Australasia","No","Yes","Yes","","","","",""
"Dillwynia uncinata","Dillwynia uncinata","Australia","Australasia","No","Yes","Yes","","","","",""
"Diplolaena angustifolia","Diplolaena angustifolia","Australia","Australasia","No","Yes","Yes","","","","",""
"Drimys winteri","Drimys winteri","Southern South America","Southern America","No","Yes","Yes","Yes","Yes","","",""
"Durio zibethinus","Durio zibethinus","Indo-China","Asia-Tropical","Yes","Yes","Yes","","","","",""
"Durio zibethinus","Durio zibethinus","Malesia","Asia-Tropical","Both","Yes","","","","","",""
"Durio zibethinus","Durio zibethinus","Indian Subcontinent","Asia-Tropical","Yes","Yes","","","","","",""
"Elaeocarpus hookerianus","Elaeocarpus hookerianus","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Embothrium coccineum","Embothrium coccineum","Southern South America","Southern America","No","","","Yes","Yes","","",""
"Engelhardia roxburghiana","Engelhardia roxburghiana","Eastern Asia","Asia-Temperate","No","Yes","Yes","","","","",""
"Engelhardia roxburghiana","Engelhardia roxburghiana","Indo-China","Asia-Tropical","No","","","","","","",""
"Engelhardia roxburghiana","Engelhardia roxburghiana","China","Asia-Temperate","No","","","","","","",""
"Engelhardia roxburghiana","Engelhardia roxburghiana","Malesia","Asia-Tropical","No","","","","","","",""
"Engelhardia roxburghiana","Engelhardia roxburghiana","Indian Subcontinent","Asia-Tropical","No","","","","","","",""
"Entelea arborescens","Entelea arborescens","Western South America","Southern America","Yes","","","","","","",""
"Entelea arborescens","Entelea arborescens","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Epacris impressa","Epacris impressa","Australia","Australasia","No","Yes","Yes","","","","",""
"Epacris lanuginosa","Epacris lanuginosa","Australia","Australasia","No","Yes","Yes","","","","",""
"Epacris obtusifolia","Epacris obtusifolia","Australia","Australasia","No","Yes","Yes","","","","",""
"Erica autumnalis","Erica autumnalis","Southern Africa","Africa","No","","","","","","",""
"Erica baccans","Erica baccans","Australia","Australasia","Yes","Yes","Yes","","","","",""
"Erica baccans","Erica baccans","New Zealand","Australasia","Yes","","","","","","",""
"Erica baccans","Erica baccans","Southern Africa","Africa","No","","","","","","",""
"Erica bauera","Erica bauera","Southern Africa","Africa","No","","","","","","",""
"Erica canaliculata","Erica canaliculata","Southern Africa","Africa","No","","","","","","",""
"Erica carnea","Erica carnea","Southeastern Europe","Europe","No","","","","","","",""
"Erica carnea","Erica carnea","Middle Europe","Europe","No","Yes","Yes","","","","",""
"Erica carnea","Erica carnea","Southwestern Europe","Europe","No","","","","","","",""
"Erica ciliaris","Erica ciliaris","Northern Europe","Europe","Both","Yes","Yes","Yes","Yes","","","Yes"
"Erica ciliaris","Erica ciliaris","Southwestern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Erica ciliaris","Erica ciliaris","Northern Africa","Africa","No","","","Yes","Yes","","","Yes"
"Erica cinerea","Erica cinerea","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","Middle Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","Macaronesia","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","New Zealand","Australasia","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","Australia","Australasia","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Erica lusitanica","Erica lusitanica","Southwestern Europe","Europe","No","","","","","","","Yes"
"Erica lusitanica","Erica lusitanica","Northwestern U.S.A.","Northern America","Yes","","","","","","","Yes"
"Erica lusitanica","Erica lusitanica","New Zealand","Australasia","Yes","Yes","Yes","","","","","Yes"
"Erica lusitanica","Erica lusitanica","Northern Europe","Europe","Yes","","","","","","","Yes"
"Erica lusitanica","Erica lusitanica","North-Central Pacific","Pacific","Yes","","","","","","","Yes"
"Erica lusitanica","Erica lusitanica","Southwestern U.S.A.","Northern America","Yes","","","","","","","Yes"
"Erica lusitanica","Erica lusitanica","Australia","Australasia","Yes","","","","","","","Yes"
"Erica multiflora","Erica multiflora","Southwestern Europe","Europe","No","","","","","","",""
"Erica multiflora","Erica multiflora","Southeastern Europe","Europe","No","","","","","","",""
"Erica multiflora","Erica multiflora","Northern Africa","Africa","No","","","","","","",""
"Erica peltata","Erica peltata","Southern Africa","Africa","No","Yes","Yes","","","","",""
"Erica regerminans","Erica regerminans","Southern Africa","Africa","No","","","","","","",""
"Erica spiculifolia","Erica spiculifolia","Southeastern Europe","Europe","No","","","","","","",""
"Erica spiculifolia","Erica spiculifolia","Western Asia","Asia-Temperate","No","","","","","","",""
"Erica tetralix","Erica tetralix","Southeastern U.S.A.","Northern America","Yes","","","Yes","Yes","","","Yes"
"Erica tetralix","Erica tetralix","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","","","Yes"
"Erica tetralix","Erica tetralix","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","","","Yes"
"Erica tetralix","Erica tetralix","Middle Europe","Europe","Both","","","Yes","Yes","","","Yes"
"Erica tetralix","Erica tetralix","Eastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Erica tetralix","Erica tetralix","Southwestern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Erica tetralix","Erica tetralix","Eastern Canada","Northern America","Yes","","","Yes","Yes","","","Yes"
"Erica umbellata","Erica umbellata","Southwestern Europe","Europe","No","Yes","Yes","","","","",""
"Erica umbellata","Erica umbellata","Northern Africa","Africa","No","","","","","","",""
"Eucryphia lucida","Eucryphia lucida","Australia","Australasia","No","Yes","Yes","","","","",""
"Eustoma russellianum","Eustoma russellianum","South-Central U.S.A.","Northern America","No","","","","","","",""
"Eustoma russellianum","Eustoma russellianum","North-Central U.S.A.","Northern America","No","","","","","","",""
"Eustoma russellianum","Eustoma russellianum","Northwestern U.S.A.","Northern America","No","","","","","","",""
"Eustoma russellianum","Eustoma russellianum","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Eustoma russellianum","Eustoma russellianum","Mexico","Northern America","No","","","","","","",""
"Ficus carica","Ficus carica","Western Asia","Asia-Temperate","Both","Yes","Yes","","","","","Yes"
"Ficus carica","Ficus carica","Southwestern Europe","Europe","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Northern Africa","Africa","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Macaronesia","Africa","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Western Indian Ocean","Africa","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Caucasus","Asia-Temperate","No","","","","","","","Yes"
"Ficus carica","Ficus carica","New Zealand","Australasia","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Middle Europe","Europe","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Southeastern Europe","Europe","Both","","","","","","","Yes"
"Ficus carica","Ficus carica","Northern Europe","Europe","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Northeast Tropical Africa","Africa","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Eastern Asia","Asia-Temperate","Yes","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","Arabian Peninsula","Asia-Temperate","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","South-Central Pacific","Pacific","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Eastern Europe","Europe","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Northwestern Pacific","Pacific","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Australia","Australasia","Yes","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","Southwestern Pacific","Pacific","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Indian Subcontinent","Asia-Tropical","Both","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","West Tropical Africa","Africa","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Indo-China","Asia-Tropical","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Subantarctic Islands","Antarctica","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Middle Asia","Asia-Temperate","Both","","","","","","","Yes"
"Ficus carica","Ficus carica","China","Asia-Temperate","Yes","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","Western South America","Southern America","Yes","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","Northeastern U.S.A.","Northern America","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Southeastern U.S.A.","Northern America","Yes","Yes","Yes","","","","","Yes"
"Ficus carica","Ficus carica","Mexico","Northern America","Yes","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","West-Central Tropical Africa","Africa","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","South-Central U.S.A.","Northern America","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Southern South America","Southern America","Yes","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","Southwestern U.S.A.","Northern America","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Caribbean","Southern America","Yes","","","","","","","Yes"
"Ficus carica","Ficus carica","Central America","Southern America","Yes","Yes","Yes","","","","","Yes"
"Ficus grandiflora","Ficus grandiflora","Malesia","Asia-Tropical","No","","","","","","",""
"Flindersia brayleyana","Flindersia brayleyana","Australia","Australasia","No","","","","","","",""
"Flindersia brayleyana","Flindersia brayleyana","North-Central Pacific","Pacific","Yes","Yes","Yes","","","","",""
"Frangula californica","Frangula californica","Mexico","Northern America","No","","","","","","",""
"Frangula californica","Frangula californica","Southwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Frangula californica","Frangula californica","North-Central Pacific","Pacific","Yes","","","","","","",""
"Frangula californica","Frangula californica","Northwestern U.S.A.","Northern America","No","","","","","","",""
"Frangula californica","Frangula californica","South-Central U.S.A.","Northern America","No","","","","","","",""
"Frangula purshiana","Frangula purshiana","Mexico","Northern America","No","","","","","","",""
"Frangula purshiana","Frangula purshiana","Northwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Frangula purshiana","Frangula purshiana","Western Canada","Northern America","No","","","","","","",""
"Frangula purshiana","Frangula purshiana","Southwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Fuchsia excorticata","Fuchsia excorticata","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Gaultheria antipoda","Gaultheria antipoda","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Gaultheria hispida","Gaultheria hispida","Australia","Australasia","No","Yes","Yes","","","","",""
"Gaultheria mucronata","Gaultheria mucronata","Northern Europe","Europe","Yes","","","","","","","Yes"
"Gaultheria mucronata","Gaultheria mucronata","Southern South America","Southern America","No","","","","","","","Yes"
"Gaultheria mucronata","Gaultheria mucronata","New Zealand","Australasia","Yes","","","","","","","Yes"
"Gaultheria procumbens","Gaultheria procumbens","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Gaultheria procumbens","Gaultheria procumbens","Eastern Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Gaultheria procumbens","Gaultheria procumbens","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Gaultheria procumbens","Gaultheria procumbens","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Gaultheria procumbens","Gaultheria procumbens","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Gaultheria procumbens","Gaultheria procumbens","Western Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Gaultheria shallon","Gaultheria shallon","Western Canada","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Gaultheria shallon","Gaultheria shallon","Northwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","Yes","","Yes"
"Gaultheria shallon","Gaultheria shallon","Southwestern Europe","Europe","Yes","","","Yes","Yes","Yes","","Yes"
"Gaultheria shallon","Gaultheria shallon","New Zealand","Australasia","Yes","","","Yes","Yes","Yes","","Yes"
"Gaultheria shallon","Gaultheria shallon","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Gaultheria shallon","Gaultheria shallon","Subarctic America","Northern America","No","","","Yes","Yes","Yes","","Yes"
"Gaultheria shallon","Gaultheria shallon","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","Yes","","Yes"
"Gaylussacia baccata","Gaylussacia baccata","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Gaylussacia baccata","Gaylussacia baccata","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Gaylussacia baccata","Gaylussacia baccata","Eastern Canada","Northern America","No","","","","","","",""
"Gaylussacia baccata","Gaylussacia baccata","North-Central U.S.A.","Northern America","No","","","","","","",""
"Gaylussacia baccata","Gaylussacia baccata","Western Canada","Northern America","No","","","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Southwestern Pacific","Pacific","No","","","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Malesia","Asia-Tropical","No","","","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Northwestern Pacific","Pacific","No","","","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Papuasia","Asia-Tropical","No","","","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","South-Central Pacific","Pacific","No","","","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Australia","Australasia","No","","","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Eastern Asia","Asia-Temperate","No","","","","","","",""
"Gevuina avellana","Gevuina avellana","Southern South America","Southern America","Both","","","","","","",""
"Gompholobium confertum","Gompholobium confertum","Australia","Australasia","No","Yes","Yes","","","","",""
"Gompholobium huegelii","Gompholobium huegelii","Australia","Australasia","No","Yes","Yes","","","","",""
"Gonocarpus tetragynus","Gonocarpus tetragynus","Australia","Australasia","No","Yes","Yes","","","","",""
"Gonocarpus teucrioides","Gonocarpus teucrioides","Australia","Australasia","No","Yes","Yes","","","","",""
"Goodenia humilis","Goodenia humilis","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea alpina","Grevillea alpina","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea amplexans","Grevillea amplexans","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea barklyana","Grevillea barklyana","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea brachystachya","Grevillea brachystachya","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea chrysophaea","Grevillea chrysophaea","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea crithmifolia","Grevillea crithmifolia","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea hookeriana","Grevillea hookeriana","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea lavandulacea","Grevillea lavandulacea","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea pinaster","Grevillea pinaster","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea rosmarinifolia","Grevillea rosmarinifolia","Australia","Australasia","No","Yes","Yes","","","","",""
"Grevillea stenomera","Grevillea stenomera","Australia","Australasia","No","Yes","Yes","","","","",""
"Hakea bucculenta","Hakea bucculenta","Australia","Australasia","No","Yes","Yes","","","","",""
"Hakea cucullata","Hakea cucullata","Australia","Australasia","No","Yes","Yes","","","","",""
"Hakea erinacea","Hakea erinacea","Australia","Australasia","No","Yes","Yes","","","","",""
"Hakea sericea","Hakea sericea","Australia","Australasia","Both","Yes","Yes","","","","",""
"Hakea sericea","Hakea sericea","Macaronesia","Africa","Yes","","","","","","",""
"Hakea sericea","Hakea sericea","Southern Africa","Africa","Yes","Yes","Yes","","","","",""
"Hakea sericea","Hakea sericea","Southwestern Europe","Europe","Yes","","","","","","",""
"Hakea sericea","Hakea sericea","New Zealand","Australasia","Yes","Yes","Yes","","","","",""
"Hamamelis japonica","Hamamelis japonica","Eastern Asia","Asia-Temperate","Both","","","Yes","Yes","","",""
"Hamamelis mollis","Hamamelis mollis","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Hamamelis virginiana","Hamamelis virginiana","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Hamamelis virginiana","Hamamelis virginiana","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Hamamelis virginiana","Hamamelis virginiana","North-Central U.S.A.","Northern America","No","Yes","","Yes","Yes","","",""
"Hamamelis virginiana","Hamamelis virginiana","South-Central U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Hamamelis virginiana","Hamamelis virginiana","Eastern Canada","Northern America","No","","","Yes","Yes","","",""
"Hamamelis virginiana","Hamamelis virginiana","Mexico","Northern America","No","","","Yes","Yes","","",""
"Harpullia ramiflora","Harpullia ramiflora","Malesia","Asia-Tropical","No","","","","","","",""
"Harpullia ramiflora","Harpullia ramiflora","Australia","Australasia","No","Yes","Yes","","","","",""
"Harpullia ramiflora","Harpullia ramiflora","Papuasia","Asia-Tropical","No","","","","","","",""
"Hedycarya arborea","Hedycarya arborea","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Hibbertia acerosa","Hibbertia acerosa","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia acicularis","Hibbertia acicularis","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia cunninghamii","Hibbertia cunninghamii","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia empetrifolia","Hibbertia empetrifolia","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia procumbens","Hibbertia procumbens","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia prostrata","Hibbertia prostrata","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia riparia","Hibbertia riparia","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia sericea","Hibbertia sericea","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia stricta","Hibbertia stricta","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia subvaginata","Hibbertia subvaginata","Australia","Australasia","No","Yes","Yes","","","","",""
"Hibbertia vaginata","Hibbertia vaginata","Australia","Australasia","No","Yes","Yes","","","","",""
"Hovea elliptica","Hovea elliptica","Australia","Australasia","No","Yes","Yes","","","","",""
"Hovea heterophylla","Hovea heterophylla","Australia","Australasia","No","Yes","Yes","","","","",""
"Hovea pungens","Hovea pungens","Australia","Australasia","No","Yes","Yes","","","","",""
"Hudsonia tomentosa","Hudsonia tomentosa","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Hudsonia tomentosa","Hudsonia tomentosa","North-Central U.S.A.","Northern America","No","","","","","","",""
"Hudsonia tomentosa","Hudsonia tomentosa","Western Canada","Northern America","No","","","","","","",""
"Hudsonia tomentosa","Hudsonia tomentosa","Eastern Canada","Northern America","No","","","","","","",""
"Hudsonia tomentosa","Hudsonia tomentosa","Southeastern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Hudsonia tomentosa","Hudsonia tomentosa","Subarctic America","Northern America","No","","","","","","",""
"Hydrocotyle callicarpa","Hydrocotyle callicarpa","Australia","Australasia","No","Yes","Yes","","","","",""
"Ilex aquifolium","Ilex aquifolium","Southwestern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","New Zealand","Australasia","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Northern Europe","Europe","Both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Southwestern U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Australia","Australasia","Both","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Western Asia","Asia-Temperate","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Western Canada","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","North-Central Pacific","Pacific","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Eastern Canada","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Northwestern U.S.A.","Northern America","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Southeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Ilex cassine","Ilex cassine","Mexico","Northern America","No","","","","","","",""
