"plant_genus","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Persea","Western Indian Ocean","Africa","Yes","Yes","Yes","","","","",""
"Persea","Macaronesia","Africa","Both","Yes","Yes","","","","",""
"Persea","Northeastern U.S.A.","Northern America","Yes","","","","","","",""
"Persea","Western Asia","Asia-Temperate","Yes","Yes","Yes","","","","",""
"Persea","Northeast Tropical Africa","Africa","Yes","","","","","","",""
"Persea","Eastern Asia","Asia-Temperate","Yes","Yes","Yes","","","","",""
"Parrotia","Western Asia","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Parrotia","Caucasus","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Parrotia","China","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Parrotia","Middle Asia","Asia-Temperate","Yes","","","Yes","Yes","","","Yes"
"Parrotia","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Pultenaea","Australia","Australasia","No","Yes","Yes","","","","",""
"Pultenaea","New Zealand","Australasia","Yes","","","","","","",""
"Phaseolus","Caucasus","Asia-Temperate","Yes","","","Yes","","","",""
"Phaseolus","Brazil","Southern America","Yes","Yes","","Yes","","","",""
"Phaseolus","Russian Far East","Asia-Temperate","Yes","","","Yes","","","",""
"Phaseolus","Mexico","Northern America","No","Yes","","Yes","","","",""
"Phaseolus","Caribbean","Southern America","Both","Yes","","Yes","","","",""
"Phaseolus","Macaronesia","Africa","Yes","","","Yes","","","",""
"Phaseolus","West Tropical Africa","Africa","Yes","","","Yes","","","",""
"Phaseolus","China","Asia-Temperate","Yes","Yes","","Yes","","","",""
"Phaseolus","Southern South America","Southern America","Both","Yes","Yes","Yes","","","",""
"Phaseolus","Siberia","Asia-Temperate","Yes","","","Yes","","","",""
"Phaseolus","West-Central Tropical Africa","Africa","Yes","Yes","","Yes","","","",""
"Phaseolus","Southeastern U.S.A.","Northern America","No","Yes","","Yes","","","",""
"Phaseolus","Middle Asia","Asia-Temperate","Yes","","","Yes","","","",""
"Phaseolus","Northern South America","Southern America","Both","","","Yes","","","",""
"Phaseolus","Central America","Southern America","No","Yes","","Yes","","","",""
"Phaseolus","Western Asia","Asia-Temperate","Yes","","","Yes","","","",""
"Phaseolus","South Tropical Africa","Africa","Yes","","","Yes","","","",""
"Phaseolus","Western Indian Ocean","Africa","Yes","","","Yes","","","",""
"Phaseolus","East Tropical Africa","Africa","Both","","","Yes","","","",""
"Phaseolus","New Zealand","Australasia","Yes","","","Yes","","","",""
"Phaseolus","Southwestern Pacific","Pacific","Yes","","","Yes","","","",""
"Phaseolus","Eastern Europe","Europe","Yes","","","Yes","","","",""
"Phaseolus","Western South America","Southern America","No","","","Yes","","","",""
"Phaseolus","Malesia","Asia-Tropical","Yes","Yes","","Yes","","","",""
"Phaseolus","Australia","Australasia","Yes","Yes","","Yes","","","",""
"Phaseolus","South-Central U.S.A.","Northern America","No","","","Yes","","","",""
"Phaseolus","Papuasia","Asia-Tropical","Yes","","","Yes","","","",""
"Phaseolus","Middle Europe","Europe","Yes","","","Yes","","","",""
"Phaseolus","Southeastern Europe","Europe","Yes","Yes","","Yes","","","",""
"Phaseolus","Northeastern U.S.A.","Northern America","No","Yes","","Yes","","","",""
"Phaseolus","Indian Subcontinent","Asia-Tropical","Yes","Yes","","Yes","","","",""
"Phaseolus","Indo-China","Asia-Tropical","Yes","Yes","","Yes","","","",""
"Phaseolus","North-Central U.S.A.","Northern America","No","Yes","","Yes","","","",""
"Phaseolus","Southwestern U.S.A.","Northern America","No","Yes","","Yes","","","",""
"Phaseolus","Northeast Tropical Africa","Africa","Yes","","","Yes","","","",""
"Phaseolus","Mongolia","Asia-Temperate","Yes","","","Yes","","","",""
"Phaseolus","Eastern Asia","Asia-Temperate","Yes","Yes","","Yes","","","",""
"Phaseolus","Northwestern Pacific","Pacific","Yes","","","Yes","","","",""
"Platylobium","Australia","Australasia","No","Yes","Yes","","","","",""
"Philotheca","Australia","Australasia","No","Yes","Yes","","","","",""
"Pterophylla","Malesia","Asia-Tropical","No","","","","","","",""
"Pterophylla","Western Indian Ocean","Africa","No","","","","","","",""
"Pterophylla","Southwestern Pacific","Pacific","No","","","","","","",""
"Pterophylla","South-Central Pacific","Pacific","No","","","","","","",""
"Pterophylla","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Pterophylla","Indo-China","Asia-Tropical","No","","","","","","",""
"Pterophylla","Papuasia","Asia-Tropical","No","","","","","","",""
"Pomaderris","Australia","Australasia","No","Yes","Yes","","","","",""
"Pomaderris","New Zealand","Australasia","No","","","","","","",""
"Pipturus","Northwestern Pacific","Pacific","No","","","","","","",""
"Pipturus","Malesia","Asia-Tropical","No","","","","","","",""
"Pipturus","Southwestern Pacific","Pacific","No","","","","","","",""
"Pipturus","Indo-China","Asia-Tropical","No","","","","","","",""
"Pipturus","South-Central Pacific","Pacific","No","","","","","","",""
"Pipturus","Australia","Australasia","No","","","","","","",""
"Pipturus","Western Indian Ocean","Africa","Both","","","","","","",""
"Pipturus","Eastern Asia","Asia-Temperate","No","","","","","","",""
"Pipturus","North-Central Pacific","Pacific","No","Yes","Yes","","","","",""
"Pipturus","Papuasia","Asia-Tropical","No","","","","","","",""
"Phoradendron","Mexico","Northern America","No","","","","","","",""
"Phoradendron","Southwestern U.S.A.","Northern America","No","Yes","Yes","","","","",""
"Phoradendron","Northern South America","Southern America","No","","","","","","",""
"Phoradendron","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Phoradendron","Northeastern U.S.A.","Northern America","No","","","","","","",""
"Phoradendron","Western South America","Southern America","No","","","","","","",""
"Phoradendron","Northwestern U.S.A.","Northern America","No","","","","","","",""
"Phoradendron","North-Central U.S.A.","Northern America","No","","","","","","",""
"Phoradendron","Caribbean","Southern America","No","","","","","","",""
"Phoradendron","South-Central U.S.A.","Northern America","No","","","","","","",""
"Phoradendron","Central America","Southern America","No","","","","","","",""
"Phoradendron","Brazil","Southern America","No","","","","","","",""
"Phoradendron","Southern South America","Southern America","No","","","","","","",""
"Pimelea","Australia","Australasia","No","Yes","Yes","","","","",""
"Pimelea","Malesia","Asia-Tropical","No","","","","","","",""
"Pimelea","New Zealand","Australasia","No","","","","","","",""
"Pimelea","Papuasia","Asia-Tropical","No","","","","","","",""
"Piper","South Tropical Africa","Africa","No","","","","","","",""
"Piper","Brazil","Southern America","No","Yes","","","","","",""
"Piper","Mexico","Northern America","No","Yes","","","","","",""
"Piper","Southeastern U.S.A.","Northern America","Yes","Yes","","","","","",""
"Piper","Western South America","Southern America","Both","","","","","","",""
"Piper","East Tropical Africa","Africa","No","","","","","","",""
"Piper","West-Central Tropical Africa","Africa","No","","","","","","",""
"Piper","Southwestern Pacific","Pacific","No","","","","","","",""
"Piper","Southern Africa","Africa","No","","","","","","",""
"Piper","Malesia","Asia-Tropical","Both","Yes","","","","","",""
"Piper","West Tropical Africa","Africa","No","Yes","","","","","",""
"Piper","Caribbean","Southern America","No","Yes","","","","","",""
"Piper","Northeast Tropical Africa","Africa","No","","","","","","",""
"Piper","Australia","Australasia","No","","","","","","",""
"Piper","South-Central Pacific","Pacific","No","","","","","","",""
"Piper","Southern South America","Southern America","No","Yes","","","","","",""
"Piper","North-Central Pacific","Pacific","No","","","","","","",""
"Piper","Middle Atlantic Ocean","Africa","Yes","","","","","","",""
"Piper","Eastern Asia","Asia-Temperate","No","Yes","","","","","",""
"Piper","China","Asia-Temperate","No","Yes","","","","","",""
"Piper","Indian Subcontinent","Asia-Tropical","Both","Yes","","","","","",""
"Piper","New Zealand","Australasia","No","Yes","Yes","","","","",""
"Piper","Papuasia","Asia-Tropical","No","","","","","","",""
"Piper","Central America","Southern America","No","Yes","","","","","",""
"Piper","Northwestern Pacific","Pacific","No","","","","","","",""
"Piper","Western Indian Ocean","Africa","Both","","","","","","",""
"Piper","Indo-China","Asia-Tropical","No","Yes","","","","","",""
"Piper","Northern South America","Southern America","No","","","","","","",""
"Petrophile","Australia","Australasia","No","Yes","Yes","","","","",""
"Passiflora","New Zealand","Australasia","No","Yes","Yes","Yes","","","",""
"Passiflora","Western Indian Ocean","Africa","Yes","","","Yes","","","",""
"Passiflora","Malesia","Asia-Tropical","Both","Yes","","Yes","","","",""
"Passiflora","Papuasia","Asia-Tropical","No","Yes","","Yes","","","",""
"Passiflora","Southern South America","Southern America","Both","","","Yes","","","",""
"Passiflora","Indo-China","Asia-Tropical","Both","Yes","","Yes","","","",""
"Passiflora","Northwestern Pacific","Pacific","Yes","","","Yes","","","",""
"Passiflora","South Tropical Africa","Africa","Yes","","","Yes","","","",""
"Passiflora","Western Asia","Asia-Temperate","Yes","","","Yes","","","",""
"Passiflora","Australia","Australasia","Both","Yes","Yes","Yes","","","",""
"Passiflora","Northern South America","Southern America","No","Yes","","Yes","","","",""
"Passiflora","Western South America","Southern America","No","","","Yes","","","",""
"Passiflora","Caribbean","Southern America","No","","","Yes","","","",""
"Passiflora","Southern Africa","Africa","Yes","Yes","","Yes","","","",""
"Passiflora","Southwestern Pacific","Pacific","Both","Yes","Yes","Yes","","","",""
"Passiflora","South-Central Pacific","Pacific","Yes","","","Yes","","","",""
"Passiflora","Indian Subcontinent","Asia-Tropical","Both","Yes","","Yes","","","",""
"Passiflora","Brazil","Southern America","No","Yes","Yes","Yes","","","",""
"Passiflora","Southeastern U.S.A.","Northern America","No","","","Yes","","","",""
"Passiflora","North-Central U.S.A.","Northern America","No","","","Yes","","","",""
"Passiflora","Northeastern U.S.A.","Northern America","Both","","","Yes","","","",""
"Passiflora","North-Central Pacific","Pacific","Yes","Yes","","Yes","","","",""
"Passiflora","Northeast Tropical Africa","Africa","Yes","","","Yes","","","",""
"Passiflora","South-Central U.S.A.","Northern America","No","","","Yes","","","",""
"Passiflora","West-Central Tropical Africa","Africa","Yes","","","Yes","","","",""
"Passiflora","Southwestern U.S.A.","Northern America","Both","Yes","","Yes","","","",""
"Passiflora","China","Asia-Temperate","No","","","Yes","","","",""
"Passiflora","Eastern Asia","Asia-Temperate","Yes","Yes","","Yes","","","",""
"Passiflora","East Tropical Africa","Africa","Yes","","","Yes","","","",""
"Passiflora","Central America","Southern America","No","","","Yes","","","",""
"Passiflora","West Tropical Africa","Africa","Yes","","","Yes","","","",""
"Passiflora","Middle Atlantic Ocean","Africa","Yes","","","Yes","","","",""
"Passiflora","Mexico","Northern America","No","","","Yes","","","",""
"Passiflora","Northern Africa","Africa","Yes","","","Yes","","","",""
"Passiflora","Southeastern Europe","Europe","Yes","Yes","","Yes","","","",""
"Passiflora","Macaronesia","Africa","Yes","","","Yes","","","",""
"Passiflora","Southwestern Europe","Europe","Yes","","","Yes","","","",""
"Protea","Southern Africa","Africa","No","Yes","Yes","Yes","","","",""
"Protea","South Tropical Africa","Africa","No","","","Yes","","","",""
"Protea","West-Central Tropical Africa","Africa","No","","","Yes","","","",""
"Protea","West Tropical Africa","Africa","No","","","Yes","","","",""
"Protea","East Tropical Africa","Africa","No","","","Yes","","","",""
"Protea","Northeast Tropical Africa","Africa","No","","","Yes","","","",""
"Paranomus","Southern Africa","Africa","No","Yes","Yes","","","","",""
"Persoonia","Australia","Australasia","No","Yes","Yes","","","","",""
"Persoonia","New Zealand","Australasia","No","","","","","","",""
"Polygala","West Tropical Africa","Africa","No","","","","","","","Yes"
"Polygala","Siberia","Asia-Temperate","No","","","","","","","Yes"
"Polygala","Russian Far East","Asia-Temperate","No","","","","","","","Yes"
"Polygala","Indian Subcontinent","Asia-Tropical","No","","","","","","","Yes"
"Polygala","Middle Asia","Asia-Temperate","No","","","","","","","Yes"
"Polygala","Eastern Asia","Asia-Temperate","No","","","","","","","Yes"
"Polygala","China","Asia-Temperate","No","","","","","","","Yes"
"Polygala","Western Asia","Asia-Temperate","No","","","","","","","Yes"
"Polygala","West-Central Tropical Africa","Africa","No","","","","","","","Yes"
"Polygala","Arabian Peninsula","Asia-Temperate","No","","","","","","","Yes"
"Polygala","Northern Europe","Europe","No","","","","","","","Yes"
"Polygala","Western Indian Ocean","Africa","Both","","","","","","","Yes"
"Polygala","South Tropical Africa","Africa","No","","","","","","","Yes"
"Polygala","Southern Africa","Africa","No","","","","","","","Yes"
"Polygala","Southwestern Pacific","Pacific","Yes","","","","","","","Yes"
"Polygala","Brazil","Southern America","No","","","","","","","Yes"
"Polygala","Caucasus","Asia-Temperate","No","","","","","","","Yes"
"Polygala","Northwestern Pacific","Pacific","Both","","","","","","","Yes"
"Polygala","East Tropical Africa","Africa","No","","","","","","","Yes"
"Polygala","Australia","Australasia","Both","Yes","Yes","","","","","Yes"
"Polygala","Western South America","Southern America","No","","","","","","","Yes"
"Polygala","Western Canada","Northern America","No","","","","","","","Yes"
"Polygala","Northwestern U.S.A.","Northern America","Both","","","","","","","Yes"
"Polygala","Northeastern U.S.A.","Northern America","No","","","","","","","Yes"
"Polygala","Central America","Southern America","No","","","","","","","Yes"
"Polygala","Eastern Canada","Northern America","No","","","","","","","Yes"
"Polygala","Southeastern U.S.A.","Northern America","No","","","","","","","Yes"
"Polygala","Southern South America","Southern America","No","","","","","","","Yes"
"Polygala","Northeast Tropical Africa","Africa","No","","","","","","","Yes"
"Polygala","Mongolia","Asia-Temperate","No","","","","","","","Yes"
"Polygala","Papuasia","Asia-Tropical","Both","","","","","","","Yes"
"Polygala","Caribbean","Southern America","No","","","","","","","Yes"
"Polygala","Malesia","Asia-Tropical","No","","","","","","","Yes"
"Polygala","North-Central U.S.A.","Northern America","No","","","","","","","Yes"
"Polygala","Southwestern U.S.A.","Northern America","Both","","","","","","","Yes"
"Polygala","Northern South America","Southern America","No","","","","","","","Yes"
"Polygala","Mexico","Northern America","No","","","","","","","Yes"
"Polygala","South-Central U.S.A.","Northern America","No","","","","","","","Yes"
"Polygala","Subarctic America","Northern America","No","","","","","","","Yes"
"Polygala","Middle Atlantic Ocean","Africa","Yes","","","","","","","Yes"
"Polygala","Indo-China","Asia-Tropical","No","","","","","","","Yes"
"Polygala","Southeastern Europe","Europe","No","Yes","","","","","","Yes"
"Polygala","Macaronesia","Africa","Both","","","","","","","Yes"
"Polygala","Eastern Europe","Europe","No","","","","","","","Yes"
"Polygala","Northern Africa","Africa","No","","","","","","","Yes"
"Polygala","Southwestern Europe","Europe","No","Yes","","","","","","Yes"
"Polygala","Middle Europe","Europe","No","","","","","","","Yes"
"Polygala","South-Central Pacific","Pacific","Yes","","","","","","","Yes"
"Polygala","North-Central Pacific","Pacific","Yes","","","","","","","Yes"
"Platanus","Mexico","Northern America","No","","","Yes","Yes","","",""
"Platanus","Southeastern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","","",""
"Platanus","Southeastern Europe","Europe","Both","Yes","Yes","Yes","Yes","","",""
"Platanus","Western Asia","Asia-Temperate","Both","","","Yes","Yes","","",""
"Platanus","Northern Africa","Africa","Yes","","","Yes","Yes","","",""
"Platanus","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Platanus","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Platanus","Southwestern U.S.A.","Northern America","No","Yes","Yes","Yes","Yes","","",""
"Platanus","Eastern Canada","Northern America","No","","","Yes","Yes","","",""
"Platanus","Western South America","Southern America","Yes","","","Yes","Yes","","",""
"Platanus","Indian Subcontinent","Asia-Tropical","Yes","","","Yes","Yes","","",""
"Platanus","Central America","Southern America","No","","","Yes","Yes","","",""
"Platanus","South-Central U.S.A.","Northern America","No","","","Yes","Yes","","",""
"Platanus","Caucasus","Asia-Temperate","No","","","Yes","Yes","","",""
"Platanus","Middle Asia","Asia-Temperate","Yes","","","Yes","Yes","","",""
"Platanus","Indo-China","Asia-Tropical","No","","","Yes","Yes","","",""
"Pittosporum","New Zealand","Australasia","No","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Papuasia","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Pittosporum","Malesia","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Pittosporum","Australia","Australasia","No","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Southwestern Pacific","Pacific","No","","","Yes","Yes","","","Yes"
"Pittosporum","South-Central Pacific","Pacific","No","","","Yes","Yes","","","Yes"
"Pittosporum","Southwestern Europe","Europe","Yes","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Northwestern Pacific","Pacific","Both","","","Yes","Yes","","","Yes"
"Pittosporum","Indo-China","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Pittosporum","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","","","Yes"
"Pittosporum","Southeastern Europe","Europe","Yes","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Macaronesia","Africa","Both","","","Yes","Yes","","","Yes"
"Pittosporum","West Tropical Africa","Africa","No","","","Yes","Yes","","","Yes"
"Pittosporum","Caribbean","Southern America","Yes","","","Yes","Yes","","","Yes"
"Pittosporum","Northern Africa","Africa","Yes","","","Yes","Yes","","","Yes"
"Pittosporum","Western South America","Southern America","Yes","","","Yes","Yes","","","Yes"
"Pittosporum","West-Central Tropical Africa","Africa","No","","","Yes","Yes","","","Yes"
"Pittosporum","South Tropical Africa","Africa","No","","","Yes","Yes","","","Yes"
"Pittosporum","Southeastern U.S.A.","Northern America","Yes","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Southwestern U.S.A.","Northern America","Yes","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Pittosporum","Arabian Peninsula","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Pittosporum","China","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Pittosporum","Northeast Tropical Africa","Africa","No","","","Yes","Yes","","","Yes"
"Pittosporum","Western Indian Ocean","Africa","No","","","Yes","Yes","","","Yes"
"Pittosporum","Subantarctic Islands","Antarctica","Yes","","","Yes","Yes","","","Yes"
"Pittosporum","Brazil","Southern America","Yes","","","Yes","Yes","","","Yes"
"Pittosporum","Southern Africa","Africa","No","","","Yes","Yes","","","Yes"
"Pittosporum","East Tropical Africa","Africa","No","","","Yes","Yes","","","Yes"
"Pittosporum","Middle Atlantic Ocean","Africa","Yes","","","Yes","Yes","","","Yes"
"Pittosporum","Western Asia","Asia-Temperate","Yes","","","Yes","Yes","","","Yes"
"Pittosporum","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Pittosporum","North-Central Pacific","Pacific","No","","","Yes","Yes","","","Yes"
"Stylidium","Indo-China","Asia-Tropical","No","","","","","","",""
"Stylidium","Australia","Australasia","No","Yes","Yes","","","","",""
"Stylidium","Malesia","Asia-Tropical","No","","","","","","",""
"Stylidium","Indian Subcontinent","Asia-Tropical","Both","","","","","","",""
"Stylidium","New Zealand","Australasia","No","","","","","","",""
"Stylidium","China","Asia-Temperate","No","","","","","","",""
"Stylidium","Papuasia","Asia-Tropical","No","","","","","","",""
"Sarracenia","Northeastern U.S.A.","Northern America","No","","","","","","","Yes"
"Sarracenia","Western Canada","Northern America","No","","","","","","","Yes"
"Sarracenia","Eastern Canada","Northern America","No","","","","","","","Yes"
"Sarracenia","Middle Europe","Europe","Yes","Yes","Yes","","","","","Yes"
"Sarracenia","Subarctic America","Northern America","No","","","","","","","Yes"
"Sarracenia","North-Central U.S.A.","Northern America","No","","","","","","","Yes"
"Sarracenia","Northwestern U.S.A.","Northern America","Yes","","","","","","","Yes"
"Sarracenia","Southeastern U.S.A.","Northern America","No","","","","","","","Yes"
"Sarracenia","Northern Europe","Europe","Yes","","","","","","","Yes"
"Sarracenia","South-Central U.S.A.","Northern America","No","","","","","","","Yes"
"Sarracenia","Southwestern Europe","Europe","Yes","","","","","","","Yes"
"Sarracenia","Southwestern U.S.A.","Northern America","Yes","","","","","","","Yes"
"Scaevola","Northwestern Pacific","Pacific","No","","","","","","",""
"Scaevola","Caribbean","Southern America","Both","","","","","","",""
"Scaevola","North-Central Pacific","Pacific","No","","","","","","",""
"Scaevola","Mexico","Northern America","No","","","","","","",""
"Scaevola","South-Central U.S.A.","Northern America","No","","","","","","",""
"Scaevola","South-Central Pacific","Pacific","No","","","","","","",""
"Scaevola","Northern South America","Southern America","No","","","","","","",""
"Scaevola","Eastern Asia","Asia-Temperate","No","","","","","","",""
"Scaevola","Brazil","Southern America","No","","","","","","",""
"Scaevola","Southeastern U.S.A.","Northern America","No","","","","","","",""
"Scaevola","Northeast Tropical Africa","Africa","No","","","","","","",""
"Scaevola","South Tropical Africa","Africa","No","","","","","","",""
"Scaevola","West Tropical Africa","Africa","No","","","","","","",""
"Scaevola","Western South America","Southern America","No","","","","","","",""
"Scaevola","Southwestern Pacific","Pacific","No","","","","","","",""
"Scaevola","West-Central Tropical Africa","Africa","No","","","","","","",""
"Scaevola","Central America","Southern America","Yes","","","","","","",""
"Scaevola","East Tropical Africa","Africa","No","","","","","","",""
"Scaevola","Western Indian Ocean","Africa","No","","","","","","",""
"Scaevola","Australia","Australasia","Both","Yes","Yes","","","","",""
"Scaevola","Southern Africa","Africa","No","","","","","","",""
"Scaevola","Malesia","Asia-Tropical","No","","","","","","",""
"Scaevola","Indian Subcontinent","Asia-Tropical","No","","","","","","",""
"Scaevola","Papuasia","Asia-Tropical","No","","","","","","",""
"Scaevola","Indo-China","Asia-Tropical","No","","","","","","",""
"Scaevola","New Zealand","Australasia","No","","","","","","",""
"Scaevola","China","Asia-Temperate","No","","","","","","",""
"Sphenotoma","Australia","Australasia","No","Yes","Yes","","","","",""
"Styphelia","Malesia","Asia-Tropical","No","","","","","","",""
"Styphelia","Southwestern Pacific","Pacific","No","","","","","","",""
"Styphelia","Australia","Australasia","No","Yes","Yes","","","","",""
"Styphelia","Papuasia","Asia-Tropical","No","","","","","","",""
"Styphelia","New Zealand","Australasia","No","","","","","","",""
"Styphelia","Indo-China","Asia-Tropical","No","","","","","","",""
"Schima","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Schima","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","","",""
"Schima","Malesia","Asia-Tropical","No","","","Yes","Yes","","",""
"Schima","Indo-China","Asia-Tropical","No","","","Yes","Yes","","",""
"Schima","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Sophora","Indo-China","Asia-Tropical","No","","","Yes","","","","Yes"
"Sophora","Indian Subcontinent","Asia-Tropical","No","","","Yes","","","","Yes"
"Sophora","New Zealand","Australasia","No","Yes","","Yes","","","","Yes"
"Sophora","West Tropical Africa","Africa","No","","","Yes","","","","Yes"
"Sophora","North-Central U.S.A.","Northern America","No","","","Yes","","","","Yes"
"Sophora","Southwestern U.S.A.","Northern America","No","","","Yes","","","","Yes"
"Sophora","South-Central Pacific","Pacific","Both","","","Yes","","","","Yes"
"Sophora","China","Asia-Temperate","No","","","Yes","","","","Yes"
"Sophora","Malesia","Asia-Tropical","No","","","Yes","","","","Yes"
"Sophora","Australia","Australasia","No","","","Yes","","","","Yes"
"Sophora","Northwestern U.S.A.","Northern America","No","","","Yes","","","","Yes"
"Sophora","Eastern Asia","Asia-Temperate","No","","","Yes","","","","Yes"
"Sophora","Caribbean","Southern America","No","","","Yes","","","","Yes"
"Sophora","Southwestern Pacific","Pacific","No","","","Yes","","","","Yes"
"Sophora","Northern South America","Southern America","No","","","Yes","","","","Yes"
"Sophora","Subantarctic Islands","Antarctica","No","","","Yes","","","","Yes"
"Sophora","Southern South America","Southern America","No","","","Yes","","","","Yes"
"Sophora","Western South America","Southern America","Both","","","Yes","","","","Yes"
"Sophora","Western Indian Ocean","Africa","Both","","","Yes","","","","Yes"
"Sophora","Papuasia","Asia-Tropical","No","","","Yes","","","","Yes"
"Sophora","Middle Asia","Asia-Temperate","No","","","Yes","","","","Yes"
"Sophora","Brazil","Southern America","No","","","Yes","","","","Yes"
"Sophora","Northwestern Pacific","Pacific","No","","","Yes","","","","Yes"
"Sophora","Caucasus","Asia-Temperate","No","","","Yes","","","","Yes"
"Sophora","Western Asia","Asia-Temperate","No","","","Yes","","","","Yes"
"Sophora","Russian Far East","Asia-Temperate","No","","","Yes","","","","Yes"
"Sophora","Mexico","Northern America","No","","","Yes","","","","Yes"
"Sophora","South-Central U.S.A.","Northern America","No","","","Yes","","","","Yes"
"Sophora","Central America","Southern America","No","","","Yes","","","","Yes"
"Sophora","South Tropical Africa","Africa","No","","","Yes","","","","Yes"
"Sophora","Siberia","Asia-Temperate","Both","","","Yes","","","","Yes"
"Sophora","North-Central Pacific","Pacific","No","Yes","Yes","Yes","","","","Yes"
"Sophora","Arabian Peninsula","Asia-Temperate","No","","","Yes","","","","Yes"
"Sophora","Southeastern Europe","Europe","No","","","Yes","","","","Yes"
"Sophora","Southeastern U.S.A.","Northern America","No","","","Yes","","","","Yes"
"Sophora","Eastern Europe","Europe","Both","","","Yes","","","","Yes"
"Sophora","Northern Europe","Europe","Yes","Yes","","Yes","","","","Yes"
"Sophora","Mongolia","Asia-Temperate","No","","","Yes","","","","Yes"
"Sophora","Southern Africa","Africa","No","","","Yes","","","","Yes"
"Sophora","West-Central Tropical Africa","Africa","No","","","Yes","","","","Yes"
"Sophora","East Tropical Africa","Africa","No","","","Yes","","","","Yes"
"Skimmia","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Skimmia","Indian Subcontinent","Asia-Tropical","No","","","Yes","Yes","","",""
"Skimmia","Russian Far East","Asia-Temperate","No","","","Yes","Yes","","",""
"Skimmia","Indo-China","Asia-Tropical","No","","","Yes","Yes","","",""
"Skimmia","China","Asia-Temperate","No","","","Yes","Yes","","",""
"Skimmia","Malesia","Asia-Tropical","No","","","Yes","Yes","","",""
"Skimmia","Western Asia","Asia-Temperate","No","","","Yes","Yes","","",""
"Serruria","Southern Africa","Africa","No","Yes","Yes","","","","",""
"Stirlingia","Australia","Australasia","No","Yes","Yes","","","","",""
"Abelia","China","Asia-Temperate","No","","","Yes","","","",""
"Abelia","Eastern Asia","Asia-Temperate","No","","","Yes","","","",""
"Abelia","Indo-China","Asia-Tropical","No","","","Yes","","","",""
"Acacia","Indo-China","Asia-Tropical","Yes","Yes","","Yes","","","","Yes"
"Acacia","Australia","Australasia","Both","Yes","Yes","Yes","","","","Yes"
"Acacia","Caribbean","Southern America","Yes","","","Yes","","","","Yes"
"Acacia","Malesia","Asia-Tropical","No","Yes","","Yes","","","","Yes"
"Acacia","Southeastern Europe","Europe","Yes","Yes","","Yes","","","","Yes"
"Acacia","New Zealand","Australasia","Yes","Yes","Yes","Yes","","","","Yes"
"Acacia","Western South America","Southern America","Yes","","","Yes","","","","Yes"
"Acacia","Southwestern Pacific","Pacific","Both","","","Yes","","","","Yes"
"Acacia","Southwestern Europe","Europe","Yes","","","Yes","","","","Yes"
"Acacia","Papuasia","Asia-Tropical","No","","","Yes","","","","Yes"
"Acacia","Indian Subcontinent","Asia-Tropical","Yes","Yes","","Yes","","","","Yes"
"Acacia","South-Central Pacific","Pacific","Yes","","","Yes","","","","Yes"
"Acacia","Northern Europe","Europe","Yes","Yes","","Yes","","","","Yes"
"Acacia","Central America","Southern America","Yes","","","Yes","","","","Yes"
"Acacia","Northwestern U.S.A.","Northern America","Yes","","","Yes","","","","Yes"
"Acacia","Northwestern Pacific","Pacific","Yes","","","Yes","","","","Yes"
"Acacia","Macaronesia","Africa","Yes","","","Yes","","","","Yes"
"Acacia","West Tropical Africa","Africa","Yes","","","Yes","","","","Yes"
"Acacia","Southwestern U.S.A.","Northern America","Yes","","","Yes","","","","Yes"
"Acacia","Northern South America","Southern America","Yes","","","Yes","","","","Yes"
"Acacia","Eastern Europe","Europe","Yes","","","Yes","","","","Yes"
"Acacia","Northern Africa","Africa","Yes","","","Yes","","","","Yes"
