"plant_genus","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Tanacetum","Asia-Tropical","Both","Yes","","","","","","Yes"
"Tanacetum","Africa","Both","Yes","","","","","","Yes"
"Gerbera","Africa","Both","Yes","","Yes","Yes","Yes","Yes",""
"Gerbera","Asia-Tropical","Both","Yes","","Yes","Yes","Yes","Yes",""
"Gerbera","Southern America","Yes","","","Yes","Yes","Yes","Yes",""
"Gerbera","Pacific","Yes","","","Yes","Yes","Yes","Yes",""
"Gerbera","Asia-Temperate","Both","Yes","","Yes","Yes","Yes","Yes",""
"Cassinia","Australasia","No","Yes","Yes","","","","",""
"Siloxerus","Australasia","No","Yes","Yes","","","","",""
"Pericallis","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Northern America","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Asia-Tropical","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Australasia","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Europe","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pericallis","Southern America","Yes","Yes","","Yes","Yes","Yes","Yes","Yes"
"Centaurea","Northern America","Yes","Yes","","","","","","Yes"
"Centaurea","Europe","Both","","","","","","","Yes"
"Centaurea","Antarctica","Yes","","","","","","","Yes"
"Centaurea","Africa","Both","Yes","Yes","","","","","Yes"
"Centaurea","Southern America","Yes","","","","","","","Yes"
"Centaurea","Asia-Temperate","Both","","","","","","","Yes"
"Centaurea","Asia-Tropical","Both","","","","","","","Yes"
"Centaurea","Pacific","Yes","","","","","","","Yes"
"Centaurea","Australasia","Yes","Yes","","","","","","Yes"
"Hypochaeris","Europe","No","","","","","","","Yes"
"Hypochaeris","Asia-Temperate","Both","","","","","","","Yes"
"Hypochaeris","Southern America","Both","","","","","","","Yes"
"Hypochaeris","Northern America","Yes","","","","","","","Yes"
"Hypochaeris","Australasia","Yes","Yes","Yes","","","","","Yes"
"Hypochaeris","Africa","Both","","","","","","","Yes"
"Hypochaeris","Asia-Tropical","Both","","","","","","","Yes"
"Hypochaeris","Pacific","Yes","","","","","","","Yes"
"Hypochaeris","Antarctica","Both","","","","","","","Yes"
"Lactuca","Africa","Both","","","","","","","Yes"
"Lactuca","Pacific","Yes","","","","","","","Yes"
"Lactuca","Australasia","Yes","Yes","Yes","","","","","Yes"
"Lactuca","Asia-Tropical","Both","Yes","","","","","","Yes"
"Lactuca","Northern America","No","Yes","","","","","","Yes"
"Lactuca","Asia-Temperate","Both","Yes","","","","","","Yes"
"Lactuca","Europe","No","Yes","","","","","","Yes"
"Lactuca","Southern America","Both","Yes","","","","","","Yes"
"Lactuca","Antarctica","Yes","","","","","","","Yes"
"Pterochaeta","Australasia","No","Yes","Yes","","","","",""
"Podotheca","Australasia","No","Yes","Yes","","","","",""
"Urostemon","Africa","Yes","","","","","","",""
"Urostemon","Australasia","No","Yes","Yes","","","","",""
"Lycopodium","Asia-Temperate","No","","","","","","","Yes"
"Lycopodium","Southern America","No","","","","","","","Yes"
"Lycopodium","Europe","Both","","","","","","","Yes"
"Lycopodium","Northern America","No","","","","","","","Yes"
"Lycopodium","Africa","No","","","","","","","Yes"
"Lycopodium","Pacific","No","Yes","Yes","","","","","Yes"
"Lycopodium","Asia-Tropical","No","","","","","","","Yes"
"Lycopodium","Antarctica","No","","","","","","","Yes"
"Lycopodium","Australasia","No","Yes","Yes","","","","","Yes"
"Nephrolepis","Asia-Temperate","No","","","Yes","Yes","","",""
"Nephrolepis","Asia-Tropical","Both","","","Yes","Yes","","",""
"Nephrolepis","Southern America","Both","","","Yes","Yes","","",""
"Nephrolepis","Africa","Both","","","Yes","Yes","","",""
"Nephrolepis","Australasia","Both","","","Yes","Yes","","",""
"Nephrolepis","Pacific","No","","","Yes","Yes","","",""
"Nephrolepis","Northern America","Both","Yes","","Yes","Yes","","",""
"Nephrolepis","Europe","Yes","Yes","Yes","Yes","Yes","","",""
"Polystichum","Northern America","No","Yes","Yes","","","","","Yes"
"Polystichum","Asia-Temperate","No","","","","","","","Yes"
"Polystichum","Africa","No","","","","","","","Yes"
"Polystichum","Europe","No","","","","","","","Yes"
"Polystichum","Southern America","No","","","","","","","Yes"
"Polystichum","Antarctica","No","","","","","","","Yes"
"Polystichum","Pacific","Both","","","","","","","Yes"
"Polystichum","Australasia","No","","","","","","","Yes"
"Polystichum","Asia-Tropical","No","","","","","","","Yes"
"Didymochlaena","Southern America","No","","","","","","",""
"Didymochlaena","Asia-Tropical","No","","","","","","",""
"Didymochlaena","Pacific","No","","","","","","",""
"Didymochlaena","Africa","No","","","","","","",""
"Didymochlaena","Northern America","No","","","","","","",""
"Pteris","Africa","No","","","","","","","Yes"
"Pteris","Pacific","Both","","","","","","","Yes"
"Pteris","Southern America","Both","","","","","","","Yes"
"Pteris","Europe","Both","","","","","","","Yes"
"Pteris","Australasia","No","","","","","","","Yes"
"Pteris","Asia-Temperate","No","","","","","","","Yes"
"Pteris","Asia-Tropical","No","","","","","","","Yes"
"Pteris","Northern America","Both","Yes","Yes","","","","","Yes"
"Adiantum","Australasia","No","","","","","","","Yes"
"Adiantum","Asia-Tropical","Both","","","","","","","Yes"
"Adiantum","Pacific","Both","","","","","","","Yes"
"Adiantum","Africa","No","","","","","","","Yes"
"Adiantum","Europe","Both","","","","","","","Yes"
"Adiantum","Southern America","No","","","","","","","Yes"
"Adiantum","Northern America","No","Yes","Yes","","","","","Yes"
"Adiantum","Antarctica","No","","","","","","","Yes"
"Adiantum","Asia-Temperate","No","","","","","","","Yes"
"Dicksonia","Southern America","No","","","Yes","","","","Yes"
"Dicksonia","Northern America","No","","","Yes","","","","Yes"
"Dicksonia","Asia-Tropical","No","","","Yes","","","","Yes"
"Dicksonia","Australasia","No","Yes","Yes","Yes","","","","Yes"
"Dicksonia","Africa","Both","","","Yes","","","","Yes"
"Dicksonia","Pacific","No","","","Yes","","","","Yes"
"Dicksonia","Europe","Yes","Yes","","Yes","","","","Yes"
"Cibotium","Northern America","No","Yes","Yes","","","","",""
"Cibotium","Asia-Temperate","No","","","","","","",""
"Cibotium","Africa","Yes","","","","","","",""
"Cibotium","Pacific","Both","Yes","Yes","","","","",""
"Cibotium","Southern America","No","","","","","","",""
"Cibotium","Asia-Tropical","No","","","","","","",""
"Azolla","Asia-Tropical","No","","","","","","","Yes"
"Azolla","Europe","Yes","","","","","","","Yes"
"Azolla","Australasia","No","Yes","Yes","","","","","Yes"
"Azolla","Southern America","No","","","","","","","Yes"
"Azolla","Northern America","No","","","","","","","Yes"
"Azolla","Africa","Both","","","","","","","Yes"
"Azolla","Asia-Temperate","Both","","","","","","","Yes"
"Azolla","Antarctica","No","","","","","","","Yes"
"Azolla","Pacific","Both","","","","","","","Yes"
"Gleichenia","Africa","Both","","","","","","",""
"Gleichenia","Australasia","No","","","","","","",""
"Gleichenia","Asia-Tropical","No","","","","","","",""
"Gleichenia","Pacific","No","Yes","Yes","","","","",""
"Gleichenia","Antarctica","No","","","","","","",""
"Dicranopteris","Asia-Tropical","No","","","","","","",""
"Dicranopteris","Africa","No","","","","","","",""
"Dicranopteris","Southern America","No","","","","","","",""
"Dicranopteris","Northern America","No","Yes","Yes","","","","",""
"Dicranopteris","Australasia","No","","","","","","",""
"Dicranopteris","Asia-Temperate","No","","","","","","",""
"Dicranopteris","Pacific","No","Yes","Yes","","","","",""
"Stenanthera","Australasia","No","Yes","Yes","","","","",""
"Archidasyphyllum","Southern America","No","Yes","Yes","","","","",""
