"plant_name","plant_name_full","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Ananas comosus","Ananas comosus","Asia-Tropical","1","Yes","Yes","","","","",""
"Ananas comosus","Ananas comosus","Pacific","1","Yes","Yes","","","","",""
"Ananas comosus","Ananas comosus","Australasia","1","Yes","Yes","","","","",""
"Ananas comosus","Ananas comosus","Northern America","1","Yes","Yes","","","","",""
"Ananas comosus","Ananas comosus","Asia-Temperate","1","Yes","Yes","","","","",""
"Carex conoidea","Carex conoidea","Northern America","both","Yes","","","","","",""
"Conostylis setigera","Conostylis setigera","Australasia","0","Yes","Yes","","","","",""
"Curcuma longa","Curcuma longa","Southern America","1","","","","","","",""
"Curcuma longa","Curcuma longa","Pacific","1","","","","","","",""
"Curcuma longa","Curcuma longa","Asia-Tropical","both","","","","","","",""
"Curcuma longa","Curcuma longa","Africa","1","","","","","","",""
"Curcuma longa","Curcuma longa","Australasia","1","","","","","","",""
"Curcuma longa","Curcuma longa","Asia-Temperate","1","Yes","Yes","","","","",""
"Gahnia xanthocarpa","Gahnia xanthocarpa","Australasia","0","Yes","Yes","","","","",""
"Garrya elliptica","Garrya elliptica","Northern America","0","","","Yes","Yes","Yes","Yes",""
"Garrya wrightii","Garrya wrightii","Northern America","0","","","","","","",""
"Helmholtzia glaberrima","Helmholtzia glaberrima","Australasia","0","Yes","Yes","","","","",""
"Kingia australis","Kingia australis","Australasia","0","Yes","Yes","","","","",""
"Lepidosperma laterale","Lepidosperma laterale","Australasia","0","Yes","Yes","","","","",""
"Magnolia doltsopa","Magnolia doltsopa","Asia-Temperate","0","","","Yes","Yes","","",""
"Magnolia doltsopa","Magnolia doltsopa","Asia-Tropical","0","","","Yes","Yes","","",""
"Magnolia laevifolia","Magnolia laevifolia","Asia-Temperate","0","","","","","","",""
"Magnolia maudiae","Magnolia maudiae","Asia-Temperate","0","","","","","","",""
"Astelia trinervia","Astelia trinervia","Australasia","0","Yes","Yes","","","","",""
"Hesperoyucca whipplei","Hesperoyucca whipplei","Northern America","0","Yes","","","","","",""
"Lilium longiflorum","Lilium longiflorum","Northern America","1","Yes","","Yes","","","",""
"Lilium longiflorum","Lilium longiflorum","Asia-Temperate","both","Yes","Yes","Yes","","","",""
"Lilium longiflorum","Lilium longiflorum","Southern America","1","Yes","","Yes","","","",""
"Lilium longiflorum","Lilium longiflorum","Asia-Tropical","both","","","Yes","","","",""
"Lilium wallichianum","Lilium wallichianum","Asia-Tropical","0","","","","","","",""
"Maianthemum racemosum","Maianthemum racemosum","Northern America","0","Yes","Yes","","","","",""
"Phormium tenax","Phormium tenax","Australasia","both","Yes","Yes","Yes","","","","Yes"
"Phormium tenax","Phormium tenax","Antarctica","1","","","Yes","","","","Yes"
"Phormium tenax","Phormium tenax","Africa","1","","","Yes","","","","Yes"
"Phormium tenax","Phormium tenax","Pacific","1","","","Yes","","","","Yes"
"Phormium tenax","Phormium tenax","Southern America","1","","","Yes","","","","Yes"
"Phormium tenax","Phormium tenax","Europe","1","Yes","","Yes","","","","Yes"
"Phormium tenax","Phormium tenax","Northern America","1","","","Yes","","","","Yes"
"Xanthorrhoea platyphylla","Xanthorrhoea platyphylla","Australasia","0","Yes","Yes","","","","",""
"Xanthorrhoea johnsonii","Xanthorrhoea johnsonii","Australasia","0","Yes","Yes","","","","",""
"Xerophyllum tenax","Xerophyllum tenax","Northern America","0","Yes","Yes","","","","",""
"Xeronema callistemon","Xeronema callistemon","Australasia","0","Yes","Yes","","","","",""
"Xanthorrhoea semiplana","Xanthorrhoea semiplana","Australasia","0","Yes","Yes","","","","",""
"Xanthorrhoea preissii","Xanthorrhoea preissii","Australasia","0","Yes","Yes","","","","",""
"Xanthorrhoea gracilis","Xanthorrhoea gracilis","Australasia","0","Yes","Yes","","","","",""
"Xanthorrhoea australis","Xanthorrhoea australis","Australasia","0","Yes","Yes","","","","",""
"Allium cepa","Allium cepa","Africa","1","Yes","","Yes","","","",""
"Allium cepa","Allium cepa","Asia-Temperate","both","Yes","","Yes","","","",""
"Allium cepa","Allium cepa","Southern America","1","Yes","Yes","Yes","","","",""
"Allium cepa","Allium cepa","Northern America","1","Yes","","Yes","","","",""
"Allium cepa","Allium cepa","Europe","1","Yes","","Yes","","","",""
"Allium cepa","Allium cepa","Asia-Tropical","1","Yes","","Yes","","","",""
"Allium cepa","Allium cepa","Pacific","1","Yes","Yes","Yes","","","",""
"Blandfordia grandiflora","Blandfordia grandiflora","Australasia","0","Yes","Yes","","","","",""
"Chamaescilla corymbosa","Chamaescilla corymbosa","Australasia","0","Yes","Yes","","","","",""
"Dianella nigra","Dianella nigra","Australasia","0","Yes","Yes","","","","",""
"Dracaena reflexa","Dracaena reflexa","Africa","both","","","","","","",""
"Dracaena reflexa","Dracaena reflexa","Southern America","1","","","","","","",""
"Dracaena reflexa","Dracaena reflexa","Asia-Tropical","1","","","","","","",""
"Freycinetia arborea","Freycinetia arborea","Pacific","0","Yes","Yes","","","","",""
"Couroupita guianensis","Couroupita guianensis","Southern America","both","","","","","","",""
"Couroupita guianensis","Couroupita guianensis","Asia-Tropical","1","","","","","","",""
"Couroupita guianensis","Couroupita guianensis","Northern America","1","","","","","","",""
"Couroupita guianensis","Couroupita guianensis","Pacific","1","","","","","","",""
"Jacaranda mimosifolia","Jacaranda mimosifolia","Africa","1","","","","","","",""
"Jacaranda mimosifolia","Jacaranda mimosifolia","Southern America","both","","","","","","",""
"Jacaranda mimosifolia","Jacaranda mimosifolia","Australasia","1","Yes","Yes","","","","",""
"Jacaranda mimosifolia","Jacaranda mimosifolia","Asia-Tropical","1","","","","","","",""
"Jacaranda mimosifolia","Jacaranda mimosifolia","Europe","1","Yes","","","","","",""
"Jacaranda mimosifolia","Jacaranda mimosifolia","Northern America","1","","","","","","",""
"Jacaranda mimosifolia","Jacaranda mimosifolia","Asia-Temperate","1","","","","","","",""
"Jacaranda mimosifolia","Jacaranda mimosifolia","Pacific","1","","","","","","",""
"Pandorea jasminoides","Pandorea jasminoides","Southern America","1","","","","","","",""
"Pandorea jasminoides","Pandorea jasminoides","Australasia","0","Yes","Yes","","","","",""
"Pandorea jasminoides","Pandorea jasminoides","Africa","1","","","","","","",""
"Tecomaria capensis","Tecomaria capensis","Africa","both","","","","","","",""
"Tecomaria capensis","Tecomaria capensis","Australasia","1","Yes","Yes","","","","",""
"Tecomaria capensis","Tecomaria capensis","Southern America","1","","","","","","",""
"Tecomaria capensis","Tecomaria capensis","Europe","1","","","","","","",""
"Tecomaria capensis","Tecomaria capensis","Northern America","1","","","","","","",""
"Tecomaria capensis","Tecomaria capensis","Pacific","1","","","","","","",""
"Tecomaria capensis","Tecomaria capensis","Asia-Tropical","1","","","","","","",""
"Tabebuia heterophylla","Tabebuia heterophylla","Southern America","0","","","","","","",""
"Tabebuia heterophylla","Tabebuia heterophylla","Northern America","1","","","","","","",""
"Tabebuia heterophylla","Tabebuia heterophylla","Pacific","1","","","","","","",""
"Patersonia occidentalis","Patersonia occidentalis","Australasia","0","Yes","Yes","","","","",""
"Ginkgo biloba","Ginkgo biloba","Asia-Temperate","both","","","","","","",""
"Ginkgo biloba","Ginkgo biloba","Northern America","1","","","","","","",""
"Ginkgo biloba","Ginkgo biloba","Europe","1","Yes","Yes","","","","",""
"Osmanthus yunnanensis","Osmanthus yunnanensis","Asia-Temperate","0","","","Yes","Yes","","",""
"Nestegis lanceolata","Nestegis lanceolata","Australasia","0","Yes","Yes","","","","",""
"Osmanthus heterophyllus","Osmanthus heterophyllus","Asia-Temperate","0","","","Yes","Yes","","",""
"Osmanthus heterophyllus","Osmanthus heterophyllus","Northern America","1","Yes","Yes","Yes","Yes","","",""
"Osmanthus fragrans","Osmanthus fragrans","Pacific","1","","","","","","",""
"Osmanthus fragrans","Osmanthus fragrans","Asia-Tropical","0","","","","","","",""
"Osmanthus fragrans","Osmanthus fragrans","Asia-Temperate","both","Yes","","","","","",""
"Osmanthus decorus","Osmanthus decorus","Asia-Temperate","0","","","Yes","Yes","","",""
"Olea europaea","Olea europaea","Europe","both","Yes","Yes","Yes","","","",""
"Olea europaea","Olea europaea","Africa","both","Yes","","Yes","","","",""
"Olea europaea","Olea europaea","Australasia","1","Yes","Yes","Yes","","","",""
"Olea europaea","Olea europaea","Asia-Tropical","both","","","Yes","","","",""
"Olea europaea","Olea europaea","Asia-Temperate","both","Yes","","Yes","","","",""
"Olea europaea","Olea europaea","Pacific","1","","","Yes","","","",""
"Olea europaea","Olea europaea","Southern America","1","Yes","","Yes","","","",""
"Olea europaea","Olea europaea","Northern America","1","Yes","","Yes","","","",""
"Syringa vulgaris","Syringa vulgaris","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Syringa vulgaris","Syringa vulgaris","Southern America","1","","","Yes","Yes","Yes","","Yes"
"Syringa vulgaris","Syringa vulgaris","Northern America","1","Yes","","Yes","Yes","Yes","","Yes"
"Syringa vulgaris","Syringa vulgaris","Asia-Temperate","1","","","Yes","Yes","Yes","","Yes"
"Fraxinus excelsior","Fraxinus excelsior","Europe","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Fraxinus excelsior","Fraxinus excelsior","Australasia","1","","","Yes","Yes","Yes","","Yes"
"Fraxinus excelsior","Fraxinus excelsior","Asia-Temperate","both","","","Yes","Yes","Yes","","Yes"
"Fraxinus excelsior","Fraxinus excelsior","Northern America","1","","","Yes","Yes","Yes","","Yes"
"Fraxinus excelsior","Fraxinus excelsior","Southern America","1","","","Yes","Yes","Yes","","Yes"
"Juniperus squamata","Juniperus squamata","Asia-Temperate","0","","","Yes","Yes","Yes","Yes",""
"Juniperus squamata","Juniperus squamata","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes",""
"Juniperus squamata","Juniperus squamata","Asia-Tropical","0","","","Yes","Yes","Yes","Yes",""
"Juniperus virginiana","Juniperus virginiana","Northern America","0","Yes","Yes","Yes","","","",""
"Juniperus virginiana","Juniperus virginiana","Europe","1","Yes","","Yes","","","",""
"Juniperus virginiana","Juniperus virginiana","Asia-Temperate","1","","","Yes","","","",""
"Juniperus virginiana","Juniperus virginiana","Africa","1","","","Yes","","","",""
"Juniperus virginiana","Juniperus virginiana","Southern America","1","","","Yes","","","",""
"Juniperus rigida","Juniperus rigida","Asia-Temperate","0","","","","","","",""
"Juniperus rigida","Juniperus rigida","Northern America","1","Yes","Yes","","","","",""
"Juniperus semiglobosa","Juniperus semiglobosa","Asia-Temperate","0","","","Yes","Yes","","",""
"Juniperus semiglobosa","Juniperus semiglobosa","Asia-Tropical","0","","","Yes","Yes","","",""
"Juniperus sabina","Juniperus sabina","Europe","both","Yes","","Yes","","","",""
"Juniperus sabina","Juniperus sabina","Asia-Temperate","0","","","Yes","","","",""
"Juniperus sabina","Juniperus sabina","Africa","0","","","Yes","","","",""
"Juniperus communis","Juniperus communis","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus communis","Juniperus communis","Northern America","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Juniperus communis","Juniperus communis","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus communis","Juniperus communis","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus communis","Juniperus communis","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus chinensis","Juniperus chinensis","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus chinensis","Juniperus chinensis","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Juniperus chinensis","Juniperus chinensis","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Juniperus oxycedrus","Juniperus oxycedrus","Europe","0","Yes","Yes","","","","",""
"Juniperus oxycedrus","Juniperus oxycedrus","Africa","0","","","","","","",""
"Juniperus horizontalis","Juniperus horizontalis","Northern America","0","Yes","","Yes","Yes","Yes","Yes",""
"Juniperus pseudosabina","Juniperus pseudosabina","Asia-Temperate","0","","","","","","",""
"Juniperus pseudosabina","Juniperus pseudosabina","Asia-Tropical","0","","","","","","",""
"Microbiota decussata","Microbiota decussata","Asia-Temperate","0","","","Yes","Yes","","",""
"Perrottetia sandwicensis","Perrottetia sandwicensis","Pacific","0","Yes","Yes","","","","",""
"Thuja occidentalis","Thuja occidentalis","Northern America","0","Yes","Yes","Yes","","Yes","","Yes"
"Thuja occidentalis","Thuja occidentalis","Europe","1","Yes","Yes","Yes","","Yes","","Yes"
"Thuja occidentalis","Thuja occidentalis","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Thuja plicata","Thuja plicata","Europe","1","Yes","Yes","Yes","","Yes","","Yes"
"Thuja plicata","Thuja plicata","Northern America","0","","","Yes","","Yes","","Yes"
"Taxus cuspidata","Taxus cuspidata","Northern America","1","Yes","Yes","","","","",""
"Taxus cuspidata","Taxus cuspidata","Asia-Temperate","0","","","","","","",""
"Taxus baccata","Taxus baccata","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Taxus baccata","Taxus baccata","Africa","both","","","Yes","Yes","Yes","Yes","Yes"
"Taxus baccata","Taxus baccata","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Taxus baccata","Taxus baccata","Northern America","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Torreya nucifera","Torreya nucifera","Asia-Temperate","0","Yes","Yes","","","","",""
"Widdringtonia cedarbergensis","Widdringtonia cedarbergensis","Africa","0","Yes","Yes","","","","",""
"Widdringtonia nodiflora","Widdringtonia nodiflora","Africa","0","Yes","Yes","","","","",""
"Zamia furfuracea","Zamia furfuracea","Northern America","0","","","","","","",""
"Zamia furfuracea","Zamia furfuracea","Southern America","1","","","","","","",""
"Zamia furfuracea","Zamia furfuracea","Asia-Tropical","1","","","","","","",""
"Sequoia sempervirens","Sequoia sempervirens","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Sequoia sempervirens","Sequoia sempervirens","Northern America","0","Yes","Yes","Yes","Yes","","","Yes"
"Larix decidua","Larix decidua","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Larix decidua","Larix decidua","Northern America","1","Yes","Yes","Yes","Yes","","","Yes"
"Larix decidua","Larix decidua","Asia-Temperate","1","","","Yes","Yes","","","Yes"
"Larix kaempferi","Larix kaempferi","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Larix kaempferi","Larix kaempferi","Asia-Temperate","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Larix kaempferi","Larix kaempferi","Northern America","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Macrozamia communis","Macrozamia communis","Australasia","0","Yes","Yes","","","","",""
"Metasequoia glyptostroboides","Metasequoia glyptostroboides","Asia-Temperate","0","","","Yes","","Yes","","Yes"
"Metasequoia glyptostroboides","Metasequoia glyptostroboides","Europe","1","Yes","Yes","Yes","","Yes","","Yes"
"Macrozamia riedlei","Macrozamia riedlei","Australasia","0","Yes","Yes","","","","",""
"Tsuga canadensis","Tsuga canadensis","Northern America","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Tsuga canadensis","Tsuga canadensis","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Tsuga heterophylla","Tsuga heterophylla","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Tsuga heterophylla","Tsuga heterophylla","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga menziesii","Pseudotsuga menziesii","Northern America","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga menziesii","Pseudotsuga menziesii","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pseudotsuga menziesii","Pseudotsuga menziesii","Asia-Temperate","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Pinus kesiya","Pinus kesiya","Asia-Tropical","0","","","","","","",""
"Pinus kesiya","Pinus kesiya","Asia-Temperate","0","","","","","","",""
"Pinus lambertiana","Pinus lambertiana","Northern America","0","Yes","","","","","",""
"Pinus echinata","Pinus echinata","Northern America","0","Yes","Yes","","","","",""
"Pinus contorta","Pinus contorta","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Pinus contorta","Pinus contorta","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Pinus contorta","Pinus contorta","Australasia","1","","","Yes","Yes","Yes","Yes","Yes"
"Pinus clausa","Pinus clausa","Northern America","0","Yes","Yes","","","","",""
"Pinus halepensis","Pinus halepensis","Australasia","1","","","","","","",""
"Pinus halepensis","Pinus halepensis","Africa","both","Yes","Yes","","","","",""
"Pinus halepensis","Pinus halepensis","Europe","both","Yes","","","","","",""
"Pinus halepensis","Pinus halepensis","Asia-Temperate","0","","","","","","",""
"Pinus halepensis","Pinus halepensis","Southern America","1","Yes","","","","","",""
"Pinus elliottii","Pinus elliottii","Northern America","0","","","","","","",""
"Pinus elliottii","Pinus elliottii","Pacific","1","","","","","","",""
"Pinus elliottii","Pinus elliottii","Australasia","1","Yes","Yes","","","","",""
"Pinus elliottii","Pinus elliottii","Africa","1","Yes","Yes","","","","",""
"Pinus elliottii","Pinus elliottii","Southern America","1","","","","","","",""
"Pinus strobus","Pinus strobus","Northern America","0","Yes","Yes","","","","","Yes"
"Pinus strobus","Pinus strobus","Europe","1","Yes","","","","","","Yes"
"Pinus strobus","Pinus strobus","Asia-Temperate","1","","","","","","","Yes"
"Pinus wallichiana","Pinus wallichiana","Asia-Temperate","0","","","","","","","Yes"
"Pinus wallichiana","Pinus wallichiana","Australasia","1","","","","","","","Yes"
"Pinus wallichiana","Pinus wallichiana","Europe","1","Yes","Yes","","","","","Yes"
"Pinus wallichiana","Pinus wallichiana","Asia-Tropical","0","","","","","","","Yes"
"Pinus wallichiana","Pinus wallichiana","Northern America","1","","","","","","","Yes"
"Pinus sylvestris","Pinus sylvestris","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Pinus sylvestris","Pinus sylvestris","Asia-Temperate","both","","","Yes","Yes","Yes","","Yes"
"Pinus sylvestris","Pinus sylvestris","Northern America","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Pinus taeda","Pinus taeda","Northern America","both","Yes","Yes","","","","",""
"Pinus taeda","Pinus taeda","Pacific","1","","","","","","",""
"Pinus taeda","Pinus taeda","Africa","1","","","","","","",""
"Pinus taeda","Pinus taeda","Australasia","1","Yes","Yes","","","","",""
"Pinus taeda","Pinus taeda","Asia-Temperate","1","","","","","","",""
"Pinus nigra","Pinus nigra","Europe","both","Yes","Yes","","","","","Yes"
"Pinus nigra","Pinus nigra","Asia-Temperate","0","","","","","","","Yes"
"Pinus nigra","Pinus nigra","Northern America","1","Yes","","","","","","Yes"
"Pinus nigra","Pinus nigra","Australasia","1","","","","","","","Yes"
"Pinus nigra","Pinus nigra","Africa","0","","","","","","","Yes"
"Pinus occidentalis","Pinus occidentalis","Southern America","0","Yes","Yes","","","","",""
"Pinus mugo","Pinus mugo","Europe","both","Yes","Yes","Yes","","Yes","","Yes"
"Pinus monticola","Pinus monticola","Northern America","0","","","","","","",""
"Pinus palustris","Pinus palustris","Northern America","both","Yes","","","","","",""
"Pinus radiata","Pinus radiata","Europe","1","Yes","Yes","Yes","","","","Yes"
"Pinus radiata","Pinus radiata","Africa","1","Yes","Yes","Yes","","","","Yes"
"Pinus radiata","Pinus radiata","Northern America","both","Yes","Yes","Yes","","","","Yes"
"Pinus radiata","Pinus radiata","Australasia","1","Yes","Yes","Yes","","","","Yes"
"Pinus radiata","Pinus radiata","Southern America","1","Yes","Yes","Yes","","","","Yes"
"Pinus radiata","Pinus radiata","Antarctica","1","","","Yes","","","","Yes"
"Pinus radiata","Pinus radiata","Asia-Temperate","1","","","Yes","","","","Yes"
"Pinus resinosa","Pinus resinosa","Northern America","both","Yes","Yes","","","","",""
"Pinus patula","Pinus patula","Southern America","1","Yes","Yes","","","","",""
"Pinus patula","Pinus patula","Northern America","0","","","","","","",""
"Pinus patula","Pinus patula","Africa","1","Yes","Yes","","","","",""
"Pinus pinea","Pinus pinea","Africa","1","","","","","","",""
"Pinus pinea","Pinus pinea","Europe","both","Yes","Yes","","","","",""
"Pinus pinea","Pinus pinea","Australasia","1","Yes","","","","","",""
"Pinus pinea","Pinus pinea","Asia-Temperate","both","","","","","","",""
"Pinus pinaster","Pinus pinaster","Africa","both","Yes","Yes","","","","","Yes"
"Pinus pinaster","Pinus pinaster","Europe","both","Yes","","","","","","Yes"
"Pinus pinaster","Pinus pinaster","Australasia","1","Yes","Yes","","","","","Yes"
"Pinus pinaster","Pinus pinaster","Asia-Temperate","1","","","","","","","Yes"
"Pinus pinaster","Pinus pinaster","Antarctica","1","","","","","","","Yes"
"Phyllocladus trichomanoides","Phyllocladus trichomanoides","Australasia","0","Yes","Yes","","","","",""
"Picea abies","Picea abies","Northern America","1","Yes","Yes","Yes","","Yes","","Yes"
"Picea abies","Picea abies","Europe","both","Yes","","Yes","","Yes","","Yes"
"Picea abies","Picea abies","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Picea abies","Picea abies","Australasia","1","Yes","","Yes","","Yes","","Yes"
"Pinus canariensis","Pinus canariensis","Africa","both","","","","","","",""
"Pinus canariensis","Pinus canariensis","Europe","1","","","","","","",""
"Pinus canariensis","Pinus canariensis","Asia-Temperate","1","","","","","","",""
"Pinus canariensis","Pinus canariensis","Australasia","1","Yes","","","","","",""
"Pinus caribaea","Pinus caribaea","Southern America","both","","","","","","",""
"Pinus caribaea","Pinus caribaea","Antarctica","1","","","","","","",""
"Pinus caribaea","Pinus caribaea","Pacific","1","","","","","","",""
"Pinus caribaea","Pinus caribaea","Asia-Tropical","1","Yes","Yes","","","","",""
"Pinus caribaea","Pinus caribaea","Africa","1","","","","","","",""
"Pinus caribaea","Pinus caribaea","Northern America","0","","","","","","",""
"Pinus brutia","Pinus brutia","Asia-Temperate","both","Yes","","","","","",""
"Pinus brutia","Pinus brutia","Europe","0","Yes","Yes","","","","",""
"Pinus brutia","Pinus brutia","Australasia","1","","","","","","",""
"Pinus brutia","Pinus brutia","Africa","1","","","","","","",""
"Picea pungens","Picea pungens","Northern America","both","Yes","Yes","","","","","Yes"
"Picea pungens","Picea pungens","Europe","1","","","","","","","Yes"
"Picea pungens","Picea pungens","Asia-Temperate","1","","","","","","","Yes"
"Picea sitchensis","Picea sitchensis","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Picea sitchensis","Picea sitchensis","Northern America","both","","","Yes","Yes","Yes","Yes","Yes"
"Podocarpus drouynianus","Podocarpus drouynianus","Australasia","0","Yes","Yes","","","","",""
"Podocarpus salignus","Podocarpus salignus","Southern America","0","","","","","","",""
"Podocarpus macrophyllus","Podocarpus macrophyllus","Asia-Temperate","both","","","","","","",""
"Podocarpus macrophyllus","Podocarpus macrophyllus","Asia-Tropical","0","","","","","","",""
"Podocarpus macrophyllus","Podocarpus macrophyllus","Pacific","1","","","","","","",""
"Podocarpus macrophyllus","Podocarpus macrophyllus","Southern America","1","","","","","","",""
"Podocarpus macrophyllus","Podocarpus macrophyllus","Northern America","1","Yes","","","","","",""
"Sequoiadendron giganteum","Sequoiadendron giganteum","Northern America","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Sequoiadendron giganteum","Sequoiadendron giganteum","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Sciadopitys verticillata","Sciadopitys verticillata","Asia-Temperate","0","","","Yes","","Yes","",""
"Saxegothaea conspicua","Saxegothaea conspicua","Southern America","0","Yes","Yes","","","","",""
"Abies alba","Abies alba","Europe","both","Yes","Yes","","","","","Yes"
"Abies balsamea","Abies balsamea","Northern America","0","Yes","Yes","","","","",""
"Abies balsamea","Abies balsamea","Europe","1","","","","","","",""
"Abies concolor","Abies concolor","Northern America","both","Yes","Yes","","","","",""
"Abies concolor","Abies concolor","Europe","1","Yes","","","","","",""
"Abies fraseri","Abies fraseri","Northern America","0","Yes","Yes","","","","","Yes"
"Abies fraseri","Abies fraseri","Europe","1","","","","","","","Yes"
"Abies grandis","Abies grandis","Northern America","0","Yes","Yes","Yes","","Yes","","Yes"
"Abies grandis","Abies grandis","Europe","1","Yes","","Yes","","Yes","","Yes"
"Abies magnifica","Abies magnifica","Northern America","0","Yes","Yes","","","","",""
"Abies nordmanniana","Abies nordmanniana","Asia-Temperate","0","","","","","","","Yes"
"Abies nordmanniana","Abies nordmanniana","Europe","1","Yes","Yes","","","","","Yes"
"Abies nordmanniana","Abies nordmanniana","Australasia","1","","","","","","","Yes"
"Abies pinsapo","Abies pinsapo","Europe","both","Yes","Yes","","","","",""
"Abies pinsapo","Abies pinsapo","Africa","0","","","","","","",""
"Abies procera","Abies procera","Europe","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies procera","Abies procera","Northern America","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Abies sibirica","Abies sibirica","Asia-Temperate","0","","","","","","",""
"Abies sibirica","Abies sibirica","Europe","both","","","","","","",""
"Allocasuarina fraseriana","Allocasuarina fraseriana","Australasia","0","Yes","Yes","","","","",""
"Allocasuarina littoralis","Allocasuarina littoralis","Australasia","0","Yes","Yes","","","","",""
"Allocasuarina littoralis","Allocasuarina littoralis","Europe","1","","","","","","",""
"Allocasuarina torulosa","Allocasuarina torulosa","Australasia","0","Yes","Yes","","","","",""
"Allocasuarina verticillata","Allocasuarina verticillata","Australasia","0","Yes","Yes","","","","",""
"Allocasuarina verticillata","Allocasuarina verticillata","Asia-Temperate","1","","","","","","",""
"Allocasuarina verticillata","Allocasuarina verticillata","Europe","1","","","","","","",""
"Allocasuarina verticillata","Allocasuarina verticillata","Africa","1","","","","","","",""
"Austrocedrus chilensis","Austrocedrus chilensis","Southern America","0","Yes","Yes","Yes","Yes","","",""
"Callitris rhomboidea","Callitris rhomboidea","Australasia","both","Yes","Yes","","","","",""
"Calocedrus decurrens","Calocedrus decurrens","Northern America","0","Yes","Yes","","","","","Yes"
"Calocedrus decurrens","Calocedrus decurrens","Europe","1","","","","","","","Yes"
"Casuarina cunninghamiana","Casuarina cunninghamiana","Southern America","1","Yes","","","","","",""
"Casuarina cunninghamiana","Casuarina cunninghamiana","Northern America","1","","","","","","",""
"Casuarina cunninghamiana","Casuarina cunninghamiana","Asia-Tropical","0","","","","","","",""
"Casuarina cunninghamiana","Casuarina cunninghamiana","Australasia","both","Yes","Yes","","","","",""
"Casuarina cunninghamiana","Casuarina cunninghamiana","Asia-Temperate","1","","","","","","",""
"Casuarina cunninghamiana","Casuarina cunninghamiana","Europe","1","","","","","","",""
"Casuarina cunninghamiana","Casuarina cunninghamiana","Africa","1","Yes","Yes","","","","",""
"Casuarina equisetifolia","Casuarina equisetifolia","Southern America","both","","","","","","",""
"Casuarina equisetifolia","Casuarina equisetifolia","Africa","1","Yes","","","","","",""
"Casuarina equisetifolia","Casuarina equisetifolia","Asia-Temperate","1","","","","","","",""
"Casuarina equisetifolia","Casuarina equisetifolia","Pacific","both","","","","","","",""
"Casuarina equisetifolia","Casuarina equisetifolia","Europe","1","","","","","","",""
"Casuarina equisetifolia","Casuarina equisetifolia","Northern America","1","","","","","","",""
"Casuarina equisetifolia","Casuarina equisetifolia","Asia-Tropical","both","Yes","","","","","",""
"Casuarina equisetifolia","Casuarina equisetifolia","Australasia","0","Yes","Yes","","","","",""
"Casuarina glauca","Casuarina glauca","Southern America","1","","","","","","",""
"Casuarina glauca","Casuarina glauca","Africa","1","","","","","","",""
"Casuarina glauca","Casuarina glauca","Australasia","both","Yes","Yes","","","","",""
"Casuarina glauca","Casuarina glauca","Pacific","1","","","","","","",""
