"plant_name","plant_name_full","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Banksia undata","Banksia undata","Australasia","0","Yes","Yes","","","","",""
"Veronica topiaria","Veronica topiaria","Australasia","0","Yes","Yes","","","","",""
"Abelia parvifolia","Abelia parvifolia","Asia-Temperate","0","","","","","","",""
"Abelia schumannii","Abelia schumannii","Asia-Temperate","0","","","","","","",""
"Acacia baileyana","Acacia baileyana","Africa","1","","","","","","",""
"Acacia baileyana","Acacia baileyana","Australasia","both","Yes","Yes","","","","",""
"Acacia baileyana","Acacia baileyana","Southern America","1","","","","","","",""
"Acacia baileyana","Acacia baileyana","Northern America","1","","","","","","",""
"Acacia baileyana","Acacia baileyana","Asia-Tropical","1","","","","","","",""
"Acacia baileyana","Acacia baileyana","Europe","1","","","","","","",""
"Acacia celsa","Acacia celsa","Australasia","0","Yes","Yes","","","","",""
"Acacia dealbata","Acacia dealbata","Antarctica","1","","","Yes","","","",""
"Acacia dealbata","Acacia dealbata","Africa","1","","","Yes","","","",""
"Acacia dealbata","Acacia dealbata","Northern America","1","","","Yes","","","",""
"Acacia dealbata","Acacia dealbata","Southern America","1","","","Yes","","","",""
"Acacia dealbata","Acacia dealbata","Asia-Temperate","1","","","Yes","","","",""
"Acacia dealbata","Acacia dealbata","Australasia","both","Yes","Yes","Yes","","","",""
"Acacia dealbata","Acacia dealbata","Europe","1","Yes","","Yes","","","",""
"Acacia dealbata","Acacia dealbata","Asia-Tropical","1","","","Yes","","","",""
"Acacia dealbata","Acacia dealbata","Pacific","1","","","Yes","","","",""
"Acacia hamiltoniana","Acacia hamiltoniana","Australasia","0","Yes","Yes","","","","",""
"Acacia huegelii","Acacia huegelii","Australasia","0","Yes","Yes","","","","",""
"Acacia koa","Acacia koa","Pacific","0","Yes","Yes","","","","",""
"Acacia melanoxylon","Acacia melanoxylon","Africa","1","","","","","","","Yes"
"Acacia melanoxylon","Acacia melanoxylon","Northern America","1","Yes","Yes","","","","","Yes"
"Acacia melanoxylon","Acacia melanoxylon","Europe","1","","","","","","","Yes"
"Acacia melanoxylon","Acacia melanoxylon","Australasia","both","","","","","","","Yes"
"Acacia melanoxylon","Acacia melanoxylon","Asia-Tropical","1","","","","","","","Yes"
"Acacia melanoxylon","Acacia melanoxylon","Southern America","1","","","","","","","Yes"
"Acacia melanoxylon","Acacia melanoxylon","Antarctica","1","","","","","","","Yes"
"Acacia melanoxylon","Acacia melanoxylon","Pacific","1","Yes","Yes","","","","","Yes"
"Acacia melanoxylon","Acacia melanoxylon","Asia-Temperate","1","","","","","","","Yes"
"Acacia myrtifolia","Acacia myrtifolia","Australasia","0","Yes","Yes","","","","",""
"Acacia myrtifolia","Acacia myrtifolia","Asia-Tropical","1","","","","","","",""
"Acacia simsii","Acacia simsii","Asia-Tropical","0","","","","","","",""
"Acacia simsii","Acacia simsii","Australasia","0","Yes","Yes","","","","",""
"Acacia suaveolens","Acacia suaveolens","Australasia","0","Yes","Yes","","","","",""
"Acacia suaveolens","Acacia suaveolens","Asia-Tropical","1","","","","","","",""
"Acacia ulicifolia","Acacia ulicifolia","Australasia","0","Yes","Yes","","","","",""
"Acacia verticillata","Acacia verticillata","Africa","1","","","","","","",""
"Acacia verticillata","Acacia verticillata","Australasia","both","Yes","Yes","","","","",""
"Acacia verticillata","Acacia verticillata","Northern America","1","","","","","","",""
"Acacia verticillata","Acacia verticillata","Asia-Tropical","1","","","","","","",""
"Acacia verticillata","Acacia verticillata","Southern America","1","","","","","","",""
"Acacia vestita","Acacia vestita","Australasia","both","Yes","Yes","","","","",""
"Acacia vestita","Acacia vestita","Africa","1","","","","","","",""
"Acacia vestita","Acacia vestita","Northern America","1","","","","","","",""
"Acer macrophyllum","Acer macrophyllum","Northern America","0","Yes","Yes","","","","",""
"Acer negundo","Acer negundo","Europe","1","Yes","Yes","Yes","Yes","","",""
"Acer negundo","Acer negundo","Australasia","1","","","Yes","Yes","","",""
"Acer negundo","Acer negundo","Northern America","both","Yes","","Yes","Yes","","",""
"Acer negundo","Acer negundo","Asia-Temperate","1","","","Yes","Yes","","",""
"Acer negundo","Acer negundo","Africa","1","","","Yes","Yes","","",""
"Acer negundo","Acer negundo","Southern America","both","Yes","","Yes","Yes","","",""
"Acer negundo","Acer negundo","Asia-Tropical","1","","","Yes","Yes","","",""
"Acer palmatum","Acer palmatum","Asia-Temperate","both","Yes","Yes","Yes","","Yes","",""
"Acer palmatum","Acer palmatum","Northern America","1","Yes","","Yes","","Yes","",""
"Acer palmatum","Acer palmatum","Europe","1","Yes","","Yes","","Yes","",""
"Acer pensylvanicum","Acer pensylvanicum","Northern America","0","","","Yes","Yes","","",""
"Acer pseudoplatanus","Acer pseudoplatanus","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Acer pseudoplatanus","Acer pseudoplatanus","Northern America","1","Yes","","Yes","Yes","Yes","","Yes"
"Acer pseudoplatanus","Acer pseudoplatanus","Asia-Temperate","both","","","Yes","Yes","Yes","","Yes"
"Acer pseudoplatanus","Acer pseudoplatanus","Southern America","1","","","Yes","Yes","Yes","","Yes"
"Acer pseudoplatanus","Acer pseudoplatanus","Africa","1","","","Yes","Yes","Yes","","Yes"
"Acer pseudoplatanus","Acer pseudoplatanus","Australasia","1","","","Yes","Yes","Yes","","Yes"
"Acer pseudoplatanus","Acer pseudoplatanus","Asia-Tropical","1","","","Yes","Yes","Yes","","Yes"
"Acer rubrum","Acer rubrum","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Acer rubrum","Acer rubrum","Northern America","0","Yes","Yes","Yes","Yes","","","Yes"
"Acer saccharum","Acer saccharum","Northern America","0","Yes","Yes","","","","",""
"Acer saccharum","Acer saccharum","Europe","1","","","","","","",""
"Acer saccharum","Acer saccharum","Asia-Temperate","1","","","","","","",""
"Acrotriche serrulata","Acrotriche serrulata","Australasia","0","Yes","Yes","","","","",""
"Actinidia chinensis","Actinidia chinensis","Asia-Temperate","0","Yes","","","","","",""
"Actinidia chinensis","Actinidia chinensis","Australasia","1","Yes","Yes","","","","",""
"Actinidia chinensis","Actinidia chinensis","Europe","1","Yes","Yes","","","","",""
"Actinidia chinensis","Actinidia chinensis","Northern America","1","Yes","","","","","",""
"Adenanthos barbiger","Adenanthos barbiger","Australasia","0","Yes","Yes","","","","",""
"Adenanthos cuneatus","Adenanthos cuneatus","Australasia","0","Yes","Yes","","","","",""
"Adenanthos obovatus","Adenanthos obovatus","Australasia","0","Yes","Yes","","","","",""
"Aesculus californica","Aesculus californica","Northern America","0","Yes","Yes","","","","",""
"Aesculus hippocastanum","Aesculus hippocastanum","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Aesculus hippocastanum","Aesculus hippocastanum","Asia-Temperate","both","Yes","","Yes","Yes","","","Yes"
"Aesculus hippocastanum","Aesculus hippocastanum","Northern America","1","Yes","","Yes","Yes","","","Yes"
"Aesculus hippocastanum","Aesculus hippocastanum","Australasia","1","","","Yes","Yes","","","Yes"
"Agarista populifolia","Agarista populifolia","Northern America","both","","","Yes","Yes","","",""
"Agathosma betulina","Agathosma betulina","Africa","0","Yes","Yes","","","","",""
"Agathosma crenulata","Agathosma crenulata","Africa","0","Yes","Yes","","","","",""
"Andersonia caerulea","Andersonia caerulea","Australasia","0","Yes","Yes","","","","",""
"Andromeda polifolia","Andromeda polifolia","Europe","both","Yes","Yes","","","","","Yes"
"Andromeda polifolia","Andromeda polifolia","Northern America","0","","","","","","","Yes"
"Andromeda polifolia","Andromeda polifolia","Asia-Temperate","0","","","","","","","Yes"
"Annona cherimola","Annona cherimola","Southern America","both","","","","","","",""
"Annona cherimola","Annona cherimola","Asia-Temperate","1","","","","","","",""
"Annona cherimola","Annona cherimola","Northern America","1","Yes","","","","","",""
"Annona cherimola","Annona cherimola","Europe","1","","","","","","",""
"Annona cherimola","Annona cherimola","Pacific","1","Yes","","","","","",""
"Annona cherimola","Annona cherimola","Africa","1","","","","","","",""
"Annona cherimola","Annona cherimola","Australasia","1","Yes","Yes","","","","",""
"Annona cherimola","Annona cherimola","Asia-Tropical","1","","","","","","",""
"Antirrhinum majus","Antirrhinum majus","Africa","1","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum majus","Antirrhinum majus","Asia-Temperate","1","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum majus","Antirrhinum majus","Europe","both","Yes","Yes","Yes","Yes","Yes","","Yes"
"Antirrhinum majus","Antirrhinum majus","Asia-Tropical","1","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum majus","Antirrhinum majus","Northern America","1","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum majus","Antirrhinum majus","Southern America","1","Yes","","Yes","Yes","Yes","","Yes"
"Antirrhinum majus","Antirrhinum majus","Australasia","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Antirrhinum majus","Antirrhinum majus","Pacific","1","Yes","","Yes","Yes","Yes","","Yes"
"Aotus ericoides","Aotus ericoides","Australasia","0","Yes","Yes","","","","",""
"Aotus passerinoides","Aotus passerinoides","Australasia","0","Yes","Yes","","","","",""
"Arbutus andrachne","Arbutus andrachne","Asia-Temperate","0","","","","","","",""
"Arbutus andrachne","Arbutus andrachne","Europe","0","","","","","","",""
"Arbutus menziesii","Arbutus menziesii","Northern America","0","Yes","Yes","","","","",""
"Arbutus unedo","Arbutus unedo","Europe","both","Yes","Yes","Yes","Yes","Yes","",""
"Arbutus unedo","Arbutus unedo","Asia-Temperate","0","","","Yes","Yes","Yes","",""
"Arbutus unedo","Arbutus unedo","Africa","both","","","Yes","Yes","Yes","",""
"Arbutus unedo","Arbutus unedo","Australasia","1","","","Yes","Yes","Yes","",""
"Arctostaphylos densiflora","Arctostaphylos densiflora","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos glauca","Arctostaphylos glauca","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos hooveri","Arctostaphylos hooveri","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos manzanita","Arctostaphylos manzanita","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos montereyensis","Arctostaphylos montereyensis","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos morroensis","Arctostaphylos morroensis","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos myrtifolia","Arctostaphylos myrtifolia","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos pilosula","Arctostaphylos pilosula","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos pumila","Arctostaphylos pumila","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos silvicola","Arctostaphylos silvicola","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Asia-Temperate","0","","","","","","","Yes"
"Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Northern America","both","Yes","","","","","","Yes"
"Arctostaphylos uva-ursi","Arctostaphylos uva-ursi","Europe","0","","","","","","","Yes"
"Arctostaphylos viridissima","Arctostaphylos viridissima","Northern America","0","Yes","Yes","","","","",""
"Arctostaphylos viscida","Arctostaphylos viscida","Northern America","0","Yes","Yes","","","","",""
"Aristotelia chilensis","Aristotelia chilensis","Southern America","both","Yes","Yes","","","","",""
"Aristotelia serrata","Aristotelia serrata","Australasia","0","Yes","Yes","","","","",""
"Aulax cancellata","Aulax cancellata","Africa","0","Yes","Yes","","","","",""
"Aulax pallasia","Aulax pallasia","Africa","0","Yes","Yes","","","","",""
"Banksia aemula","Banksia aemula","Australasia","0","Yes","Yes","","","","",""
"Banksia ashbyi","Banksia ashbyi","Australasia","0","Yes","Yes","","","","",""
"Banksia attenuata","Banksia attenuata","Australasia","0","Yes","Yes","","","","",""
"Banksia baueri","Banksia baueri","Australasia","0","Yes","Yes","","","","",""
"Banksia baxteri","Banksia baxteri","Australasia","0","Yes","Yes","","","","",""
"Banksia burdettii","Banksia burdettii","Australasia","0","Yes","Yes","","","","",""
"Banksia caleyi","Banksia caleyi","Australasia","0","Yes","Yes","","","","",""
"Banksia coccinea","Banksia coccinea","Australasia","0","Yes","Yes","","","","",""
"Banksia cuneata","Banksia cuneata","Australasia","0","Yes","Yes","","","","",""
"Banksia ericifolia","Banksia ericifolia","Australasia","0","Yes","Yes","","","","",""
"Banksia gardneri","Banksia gardneri","Australasia","0","Yes","Yes","","","","",""
"Banksia grandis","Banksia grandis","Australasia","0","Yes","Yes","","","","",""
"Banksia hookeriana","Banksia hookeriana","Australasia","0","Yes","Yes","","","","",""
"Banksia ilicifolia","Banksia ilicifolia","Australasia","0","Yes","Yes","","","","",""
"Banksia integrifolia","Banksia integrifolia","Australasia","both","Yes","Yes","","","","",""
"Banksia integrifolia","Banksia integrifolia","Africa","1","","","","","","",""
"Banksia leptophylla","Banksia leptophylla","Australasia","0","Yes","Yes","","","","",""
"Banksia littoralis","Banksia littoralis","Australasia","0","Yes","Yes","","","","",""
"Banksia marginata","Banksia marginata","Australasia","0","Yes","Yes","","","","",""
"Banksia media","Banksia media","Australasia","0","Yes","Yes","","","","",""
"Banksia menziesii","Banksia menziesii","Australasia","0","Yes","Yes","","","","",""
"Banksia micrantha","Banksia micrantha","Australasia","0","Yes","Yes","","","","",""
"Banksia nivea","Banksia nivea","Australasia","0","Yes","Yes","","","","",""
"Banksia nutans","Banksia nutans","Australasia","0","Yes","Yes","","","","",""
"Banksia occidentalis","Banksia occidentalis","Australasia","0","Yes","Yes","","","","",""
"Banksia ornata","Banksia ornata","Australasia","0","Yes","Yes","Yes","","","",""
"Banksia prionotes","Banksia prionotes","Australasia","0","Yes","Yes","","","","",""
"Banksia quercifolia","Banksia quercifolia","Australasia","0","Yes","Yes","","","","",""
"Banksia serrata","Banksia serrata","Australasia","0","Yes","Yes","","","","",""
"Banksia speciosa","Banksia speciosa","Australasia","0","Yes","Yes","","","","",""
"Banksia sphaerocarpa","Banksia sphaerocarpa","Australasia","0","Yes","Yes","","","","",""
"Banksia telmatiaea","Banksia telmatiaea","Australasia","0","Yes","Yes","","","","",""
"Banksia tricuspis","Banksia tricuspis","Australasia","0","Yes","Yes","","","","",""
"Banksia verticillata","Banksia verticillata","Australasia","0","Yes","Yes","","","","",""
"Banksia violacea","Banksia violacea","Australasia","0","Yes","Yes","","","","",""
"Bauera rubioides","Bauera rubioides","Australasia","0","Yes","Yes","","","","",""
"Bauera sessiliflora","Bauera sessiliflora","Australasia","0","Yes","Yes","","","","",""
"Beilschmiedia tawa","Beilschmiedia tawa","Australasia","0","Yes","Yes","","","","",""
"Berberis aquifolium","Berberis aquifolium","Europe","1","Yes","","Yes","","","","Yes"
"Berberis aquifolium","Berberis aquifolium","Northern America","both","Yes","Yes","Yes","","","","Yes"
"Berberis aquifolium","Berberis aquifolium","Australasia","1","Yes","","Yes","","","","Yes"
"Berberis aquifolium","Berberis aquifolium","Asia-Tropical","1","","","Yes","","","","Yes"
