"plant_genus","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Darwinia","Australia","Australasia","0","Yes","Yes","","","","",""
"Dionaea","Northeastern U.S.A.","Northern America","1","","","","","","",""
"Dionaea","Southeastern U.S.A.","Northern America","both","","Yes","","","","",""
"Dionaea","Southwestern U.S.A.","Northern America","1","","","","","","",""
"Dionaea","Northwestern U.S.A.","Northern America","1","","","","","","",""
"Dionaea","Caribbean","Southern America","1","","","","","","",""
"Disa","South Tropical Africa","Africa","0","","","","","","",""
"Disa","West Tropical Africa","Africa","0","","","","","","",""
"Disa","West-Central Tropical Africa","Africa","0","","","","","","",""
"Disa","Western Indian Ocean","Africa","0","","","","","","",""
"Disa","Northeast Tropical Africa","Africa","0","","","","","","",""
"Disa","Southern Africa","Africa","0","","","","","","",""
"Disa","East Tropical Africa","Africa","0","","","","","","",""
"Disa","Australia","Australasia","1","Yes","Yes","","","","",""
"Disa","Arabian Peninsula","Asia-Temperate","0","","","","","","",""
"Drosera","Southeastern U.S.A.","Northern America","0","","","","","","","Yes"
"Drosera","Caribbean","Southern America","0","","","","","","","Yes"
"Drosera","Papuasia","Asia-Tropical","0","","","","","","","Yes"
"Drosera","Northeastern U.S.A.","Northern America","0","","","","","","","Yes"
"Drosera","Malesia","Asia-Tropical","0","","","","","","","Yes"
"Drosera","Southeastern Europe","Europe","0","","","","","","","Yes"
"Drosera","Caucasus","Asia-Temperate","0","","","","","","","Yes"
"Drosera","Australia","Australasia","0","Yes","Yes","","","","","Yes"
"Drosera","Eastern Europe","Europe","0","","","","","","","Yes"
"Drosera","West-Central Tropical Africa","Africa","0","","","","","","","Yes"
"Drosera","West Tropical Africa","Africa","0","","","","","","","Yes"
"Drosera","Mexico","Northern America","0","","","","","","","Yes"
"Drosera","North-Central Pacific","Pacific","0","","","","","","","Yes"
"Drosera","Subarctic America","Northern America","0","","","","","","","Yes"
"Drosera","Eastern Asia","Asia-Temperate","0","","","","","","","Yes"
"Drosera","Northern Europe","Europe","0","","","","","","","Yes"
"Drosera","Indian Subcontinent","Asia-Tropical","0","","","","","","","Yes"
"Drosera","Central America","Southern America","0","","","","","","","Yes"
"Drosera","Western Canada","Northern America","0","","","","","","","Yes"
"Drosera","Northwestern Pacific","Pacific","0","","","","","","","Yes"
"Drosera","Western Asia","Asia-Temperate","0","","","","","","","Yes"
"Drosera","South-Central U.S.A.","Northern America","0","","","","","","","Yes"
"Drosera","Southwestern U.S.A.","Northern America","0","","","","","","","Yes"
"Drosera","North-Central U.S.A.","Northern America","0","","","","","","","Yes"
"Drosera","China","Asia-Temperate","0","","","","","","","Yes"
"Drosera","Russian Far East","Asia-Temperate","0","","","","","","","Yes"
"Drosera","Brazil","Southern America","0","","","","","","","Yes"
"Drosera","Siberia","Asia-Temperate","0","","","","","","","Yes"
"Drosera","Southwestern Pacific","Pacific","0","","","","","","","Yes"
"Drosera","Subantarctic Islands","Antarctica","0","","","","","","","Yes"
"Drosera","Western Indian Ocean","Africa","0","","","","","","","Yes"
"Drosera","Western South America","Southern America","0","","","","","","","Yes"
"Drosera","Southern South America","Southern America","0","","","","","","","Yes"
"Drosera","Southern Africa","Africa","0","","","","","","","Yes"
"Drosera","Northern South America","Southern America","0","","","","","","","Yes"
"Drosera","New Zealand","Australasia","0","","","","","","","Yes"
"Drosera","South Tropical Africa","Africa","0","","","","","","","Yes"
"Drosera","Northwestern U.S.A.","Northern America","0","","","","","","","Yes"
"Drosera","Indo-China","Asia-Tropical","0","","","","","","","Yes"
"Drosera","Mongolia","Asia-Temperate","0","","","","","","","Yes"
"Drosera","Northeast Tropical Africa","Africa","0","","","","","","","Yes"
"Drosera","East Tropical Africa","Africa","0","","","","","","","Yes"
"Drosera","Southwestern Europe","Europe","0","","","","","","","Yes"
"Drosera","Middle Europe","Europe","0","","","","","","","Yes"
"Drosera","Eastern Canada","Northern America","0","","","","","","","Yes"
"Eucalyptus","South Tropical Africa","Africa","1","","","Yes","","Yes","","Yes"
"Eucalyptus","East Tropical Africa","Africa","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Southwestern Europe","Europe","1","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","Arabian Peninsula","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Eucalyptus","China","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Indian Subcontinent","Asia-Tropical","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Southwestern Pacific","Pacific","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Southern Africa","Africa","1","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","Northeast Tropical Africa","Africa","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Indo-China","Asia-Tropical","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Western Asia","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Northern Africa","Africa","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Northern Europe","Europe","1","Yes","","Yes","","Yes","","Yes"
"Eucalyptus","Caribbean","Southern America","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Northwestern Pacific","Pacific","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Western South America","Southern America","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Southeastern Europe","Europe","1","Yes","","Yes","","Yes","","Yes"
"Eucalyptus","Malesia","Asia-Tropical","0","","","Yes","","Yes","","Yes"
"Eucalyptus","Central America","Southern America","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Middle Atlantic Ocean","Africa","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Southern South America","Southern America","1","Yes","","Yes","","Yes","","Yes"
"Eucalyptus","Western Indian Ocean","Africa","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Macaronesia","Africa","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Papuasia","Asia-Tropical","0","Yes","","Yes","","Yes","","Yes"
"Eucalyptus","New Zealand","Australasia","1","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","Australia","Australasia","both","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","Mexico","Northern America","1","Yes","","Yes","","Yes","","Yes"
"Eucalyptus","West Tropical Africa","Africa","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Caucasus","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Eastern Asia","Asia-Temperate","1","","","Yes","","Yes","","Yes"
"Eucalyptus","North-Central Pacific","Pacific","1","Yes","Yes","Yes","","Yes","","Yes"
"Eucalyptus","South-Central Pacific","Pacific","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Southwestern U.S.A.","Northern America","1","","Yes","Yes","","Yes","","Yes"
"Eucalyptus","West-Central Tropical Africa","Africa","1","","","Yes","","Yes","","Yes"
"Eucalyptus","Southeastern U.S.A.","Northern America","1","","","Yes","","Yes","","Yes"
"Euphorbia","North-Central U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","Northern South America","Southern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","Western South America","Southern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","Brazil","Southern America","0","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Southern South America","Southern America","both","","","Yes","Yes","","","Yes"
"Euphorbia","Middle Europe","Europe","0","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","Caribbean","Southern America","0","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Southeastern Europe","Europe","0","","","Yes","Yes","","","Yes"
"Euphorbia","Northern Europe","Europe","0","Yes","Yes","Yes","Yes","","","Yes"
"Euphorbia","Southwestern Europe","Europe","0","","","Yes","Yes","","","Yes"
"Euphorbia","Macaronesia","Africa","0","","","Yes","Yes","","","Yes"
"Euphorbia","Southwestern Pacific","Pacific","both","","","Yes","Yes","","","Yes"
"Euphorbia","New Zealand","Australasia","both","","","Yes","Yes","","","Yes"
"Euphorbia","West Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Euphorbia","Western Indian Ocean","Africa","0","Yes","","Yes","Yes","","","Yes"
"Euphorbia","China","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euphorbia","Eastern Asia","Asia-Temperate","both","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Subantarctic Islands","Antarctica","1","","","Yes","Yes","","","Yes"
"Euphorbia","Indian Subcontinent","Asia-Tropical","0","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","Siberia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euphorbia","West-Central Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Euphorbia","Russian Far East","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Euphorbia","Northern Africa","Africa","0","","","Yes","Yes","","","Yes"
"Euphorbia","Middle Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euphorbia","Southern Africa","Africa","0","","","Yes","Yes","","","Yes"
"Euphorbia","Eastern Europe","Europe","0","","","Yes","Yes","","","Yes"
"Euphorbia","Western Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euphorbia","Middle Atlantic Ocean","Africa","0","","","Yes","Yes","","","Yes"
"Euphorbia","Northeast Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Euphorbia","South Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Euphorbia","East Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Euphorbia","Southwestern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","South-Central U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","Papuasia","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Euphorbia","North-Central Pacific","Pacific","0","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Australia","Australasia","both","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Mongolia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euphorbia","Northwestern Pacific","Pacific","both","","","Yes","Yes","","","Yes"
"Euphorbia","Western Canada","Northern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","Central America","Southern America","0","","","Yes","Yes","","","Yes"
"Euphorbia","Malesia","Asia-Tropical","both","","","Yes","Yes","","","Yes"
"Euphorbia","Caucasus","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euphorbia","Eastern Canada","Northern America","both","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Indo-China","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Euphorbia","South-Central Pacific","Pacific","both","","","Yes","Yes","","","Yes"
"Euphorbia","Arabian Peninsula","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Euphorbia","Mexico","Northern America","0","Yes","","Yes","Yes","","","Yes"
"Euphorbia","Subarctic America","Northern America","1","","","Yes","Yes","","","Yes"
"Fagus","China","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Fagus","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Fagus","Southeastern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Fagus","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Fagus","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Fagus","Mexico","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Fagus","Eastern Asia","Asia-Temperate","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Fagus","Middle Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Fagus","Northern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Fagus","Western Asia","Asia-Temperate","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Fagus","North-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Fagus","Indo-China","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Fagus","Eastern Europe","Europe","0","","","Yes","Yes","Yes","Yes","Yes"
"Fagus","South-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Fagus","Southwestern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Fagus","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Fatsia","Eastern Asia","Asia-Temperate","0","","","Yes","","","","Yes"
"Fatsia","Southern South America","Southern America","1","Yes","","Yes","","","","Yes"
"Fatsia","New Zealand","Australasia","1","Yes","Yes","Yes","","","","Yes"
"Fatsia","Northern Europe","Europe","1","Yes","","Yes","","","","Yes"
"Fatsia","China","Asia-Temperate","1","","","Yes","","","","Yes"
"Feijoa","East Tropical Africa","Africa","1","","","","","","",""
"Feijoa","Western South America","Southern America","1","","","","","","",""
"Feijoa","Brazil","Southern America","0","","","","","","",""
"Feijoa","Southern South America","Southern America","both","","","","","","",""
"Feijoa","New Zealand","Australasia","1","Yes","","","","","",""
"Feijoa","Central America","Southern America","1","","","","","","",""
"Glochidion","Malesia","Asia-Tropical","0","","","","","","",""
"Glochidion","Indo-China","Asia-Tropical","0","","","","","","",""
"Glochidion","Eastern Asia","Asia-Temperate","0","Yes","Yes","","","","",""
"Glochidion","Southwestern Pacific","Pacific","0","","","","","","",""
"Glochidion","Australia","Australasia","0","","","","","","",""
"Glochidion","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Glochidion","China","Asia-Temperate","0","","","","","","",""
"Glochidion","South-Central Pacific","Pacific","0","","","","","","",""
"Glochidion","Southeastern U.S.A.","Northern America","1","","","","","","",""
"Glochidion","Northwestern Pacific","Pacific","0","","","","","","",""
"Glochidion","Papuasia","Asia-Tropical","0","","","","","","",""
"Griselinia","Brazil","Southern America","0","","","Yes","Yes","","","Yes"
"Griselinia","Australia","Australasia","1","","","Yes","Yes","","","Yes"
"Griselinia","Southern South America","Southern America","0","","","Yes","Yes","","","Yes"
"Griselinia","New Zealand","Australasia","0","Yes","Yes","Yes","Yes","","","Yes"
"Griselinia","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Hedera","Australia","Australasia","1","Yes","","Yes","","Yes","","Yes"
"Hedera","Indo-China","Asia-Tropical","0","","","Yes","","Yes","","Yes"
"Hedera","Northern Europe","Europe","0","Yes","Yes","Yes","","Yes","","Yes"
"Hedera","Macaronesia","Africa","0","","","Yes","","Yes","","Yes"
"Hedera","Southeastern Europe","Europe","0","Yes","Yes","Yes","","Yes","","Yes"
"Hedera","Indian Subcontinent","Asia-Tropical","0","","","Yes","","Yes","","Yes"
"Hedera","Southern South America","Southern America","1","Yes","","Yes","","Yes","","Yes"
"Hedera","Mexico","Northern America","1","","","Yes","","Yes","","Yes"
"Hedera","Northern Africa","Africa","0","","","Yes","","Yes","","Yes"
"Hedera","Eastern Europe","Europe","0","","","Yes","","Yes","","Yes"
"Hedera","Southwestern Europe","Europe","0","Yes","","Yes","","Yes","","Yes"
"Hedera","Eastern Asia","Asia-Temperate","0","Yes","","Yes","","Yes","","Yes"
"Hedera","Middle Europe","Europe","0","Yes","","Yes","","Yes","","Yes"
"Hedera","North-Central Pacific","Pacific","1","Yes","","Yes","","Yes","","Yes"
"Hedera","China","Asia-Temperate","0","","","Yes","","Yes","","Yes"
"Hedera","Southeastern U.S.A.","Northern America","1","","","Yes","","Yes","","Yes"
"Hedera","Northwestern U.S.A.","Northern America","1","","","Yes","","Yes","","Yes"
"Hedera","Western Asia","Asia-Temperate","0","","","Yes","","Yes","","Yes"
"Hedera","New Zealand","Australasia","1","","","Yes","","Yes","","Yes"
"Hedera","Caucasus","Asia-Temperate","0","","","Yes","","Yes","","Yes"
"Hedera","North-Central U.S.A.","Northern America","1","","","Yes","","Yes","","Yes"
"Hedera","South-Central U.S.A.","Northern America","1","","","Yes","","Yes","","Yes"
"Hedera","Northeastern U.S.A.","Northern America","1","","","Yes","","Yes","","Yes"
"Hypocalymma","Australia","Australasia","0","Yes","Yes","","","","",""
"Kadua","Southwestern Pacific","Pacific","0","","","","","","",""
"Kadua","South-Central Pacific","Pacific","0","","","","","","",""
"Kadua","North-Central Pacific","Pacific","0","Yes","Yes","","","","",""
"Kunzea","New Zealand","Australasia","0","","","","","","",""
"Kunzea","Australia","Australasia","0","Yes","Yes","","","","",""
"Lavandula","Southeastern Europe","Europe","both","Yes","","Yes","Yes","Yes","",""
"Lavandula","Northern Africa","Africa","0","","","Yes","Yes","Yes","",""
"Lavandula","Northeast Tropical Africa","Africa","0","","","Yes","Yes","Yes","",""
"Lavandula","Australia","Australasia","1","Yes","","Yes","Yes","Yes","",""
"Lavandula","West Tropical Africa","Africa","0","","","Yes","Yes","Yes","",""
"Lavandula","Arabian Peninsula","Asia-Temperate","0","","","Yes","Yes","Yes","",""
"Lavandula","Macaronesia","Africa","both","","","Yes","Yes","Yes","",""
"Lavandula","New Zealand","Australasia","1","","","Yes","Yes","Yes","",""
"Lavandula","Northwestern Pacific","Pacific","1","","","Yes","Yes","Yes","",""
"Lavandula","Western Asia","Asia-Temperate","0","Yes","","Yes","Yes","Yes","",""
"Lavandula","Indian Subcontinent","Asia-Tropical","both","","","Yes","Yes","Yes","",""
"Lavandula","Northern South America","Southern America","1","","","Yes","Yes","Yes","",""
"Lavandula","Middle Europe","Europe","1","Yes","Yes","Yes","Yes","Yes","",""
