"plant_genus","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","In.GB"
"Petrophile","Australia","Australasia","0","Yes","Yes","","","","",""
"Passiflora","New Zealand","Australasia","0","Yes","Yes","Yes","","","",""
"Passiflora","Western Indian Ocean","Africa","1","","","Yes","","","",""
"Passiflora","Malesia","Asia-Tropical","both","Yes","","Yes","","","",""
"Passiflora","Papuasia","Asia-Tropical","0","Yes","","Yes","","","",""
"Passiflora","Southern South America","Southern America","both","","","Yes","","","",""
"Passiflora","Indo-China","Asia-Tropical","both","Yes","","Yes","","","",""
"Passiflora","Northwestern Pacific","Pacific","1","","","Yes","","","",""
"Passiflora","South Tropical Africa","Africa","1","","","Yes","","","",""
"Passiflora","Western Asia","Asia-Temperate","1","","","Yes","","","",""
"Passiflora","Australia","Australasia","both","Yes","Yes","Yes","","","",""
"Passiflora","Northern South America","Southern America","0","Yes","","Yes","","","",""
"Passiflora","Western South America","Southern America","0","","","Yes","","","",""
"Passiflora","Caribbean","Southern America","0","","","Yes","","","",""
"Passiflora","Southern Africa","Africa","1","Yes","","Yes","","","",""
"Passiflora","Southwestern Pacific","Pacific","both","Yes","Yes","Yes","","","",""
"Passiflora","South-Central Pacific","Pacific","1","","","Yes","","","",""
"Passiflora","Indian Subcontinent","Asia-Tropical","both","Yes","","Yes","","","",""
"Passiflora","Brazil","Southern America","0","Yes","Yes","Yes","","","",""
"Passiflora","Southeastern U.S.A.","Northern America","0","","","Yes","","","",""
"Passiflora","North-Central U.S.A.","Northern America","0","","","Yes","","","",""
"Passiflora","Northeastern U.S.A.","Northern America","both","","","Yes","","","",""
"Passiflora","North-Central Pacific","Pacific","1","Yes","","Yes","","","",""
"Passiflora","Northeast Tropical Africa","Africa","1","","","Yes","","","",""
"Passiflora","South-Central U.S.A.","Northern America","0","","","Yes","","","",""
"Passiflora","West-Central Tropical Africa","Africa","1","","","Yes","","","",""
"Passiflora","Southwestern U.S.A.","Northern America","both","","","Yes","","","",""
"Passiflora","China","Asia-Temperate","0","","","Yes","","","",""
"Passiflora","Eastern Asia","Asia-Temperate","1","Yes","","Yes","","","",""
"Passiflora","East Tropical Africa","Africa","1","","","Yes","","","",""
"Passiflora","Central America","Southern America","0","","","Yes","","","",""
"Passiflora","West Tropical Africa","Africa","1","","","Yes","","","",""
"Passiflora","Middle Atlantic Ocean","Africa","1","","","Yes","","","",""
"Passiflora","Mexico","Northern America","0","","","Yes","","","",""
"Passiflora","Northern Africa","Africa","1","","","Yes","","","",""
"Passiflora","Southeastern Europe","Europe","1","Yes","","Yes","","","",""
"Passiflora","Macaronesia","Africa","1","","","Yes","","","",""
"Passiflora","Southwestern Europe","Europe","1","","","Yes","","","",""
"Protea","Southern Africa","Africa","0","Yes","Yes","Yes","","","",""
"Protea","South Tropical Africa","Africa","0","","","Yes","","","",""
"Protea","West-Central Tropical Africa","Africa","0","","","Yes","","","",""
"Protea","West Tropical Africa","Africa","0","","","Yes","","","",""
"Protea","East Tropical Africa","Africa","0","","","Yes","","","",""
"Protea","Northeast Tropical Africa","Africa","0","","","Yes","","","",""
"Paranomus","Southern Africa","Africa","0","Yes","Yes","","","","",""
"Persoonia","Australia","Australasia","0","Yes","Yes","","","","",""
"Persoonia","New Zealand","Australasia","0","","","","","","",""
"Polygala","West Tropical Africa","Africa","0","","","","","","","Yes"
"Polygala","Siberia","Asia-Temperate","0","","","","","","","Yes"
"Polygala","Russian Far East","Asia-Temperate","0","","","","","","","Yes"
"Polygala","Indian Subcontinent","Asia-Tropical","0","","","","","","","Yes"
"Polygala","Middle Asia","Asia-Temperate","0","","","","","","","Yes"
"Polygala","Eastern Asia","Asia-Temperate","0","","","","","","","Yes"
"Polygala","China","Asia-Temperate","0","","","","","","","Yes"
"Polygala","Western Asia","Asia-Temperate","0","","","","","","","Yes"
"Polygala","West-Central Tropical Africa","Africa","0","","","","","","","Yes"
"Polygala","Arabian Peninsula","Asia-Temperate","0","","","","","","","Yes"
"Polygala","Northern Europe","Europe","0","","","","","","","Yes"
"Polygala","Western Indian Ocean","Africa","both","","","","","","","Yes"
"Polygala","South Tropical Africa","Africa","0","","","","","","","Yes"
"Polygala","Southern Africa","Africa","0","","","","","","","Yes"
"Polygala","Southwestern Pacific","Pacific","1","","","","","","","Yes"
"Polygala","Brazil","Southern America","0","","","","","","","Yes"
"Polygala","Caucasus","Asia-Temperate","0","","","","","","","Yes"
"Polygala","Northwestern Pacific","Pacific","both","","","","","","","Yes"
"Polygala","East Tropical Africa","Africa","0","","","","","","","Yes"
"Polygala","Australia","Australasia","both","Yes","Yes","","","","","Yes"
"Polygala","Western South America","Southern America","0","","","","","","","Yes"
"Polygala","Western Canada","Northern America","0","","","","","","","Yes"
"Polygala","Northwestern U.S.A.","Northern America","both","","","","","","","Yes"
"Polygala","Northeastern U.S.A.","Northern America","0","","","","","","","Yes"
"Polygala","Central America","Southern America","0","","","","","","","Yes"
"Polygala","Eastern Canada","Northern America","0","","","","","","","Yes"
"Polygala","Southeastern U.S.A.","Northern America","0","","","","","","","Yes"
"Polygala","Southern South America","Southern America","0","","","","","","","Yes"
"Polygala","Northeast Tropical Africa","Africa","0","","","","","","","Yes"
"Polygala","Mongolia","Asia-Temperate","0","","","","","","","Yes"
"Polygala","Papuasia","Asia-Tropical","both","","","","","","","Yes"
"Polygala","Caribbean","Southern America","0","","","","","","","Yes"
"Polygala","Malesia","Asia-Tropical","0","","","","","","","Yes"
"Polygala","North-Central U.S.A.","Northern America","0","","","","","","","Yes"
"Polygala","Southwestern U.S.A.","Northern America","both","","","","","","","Yes"
"Polygala","Northern South America","Southern America","0","","","","","","","Yes"
"Polygala","Mexico","Northern America","0","","","","","","","Yes"
"Polygala","South-Central U.S.A.","Northern America","0","","","","","","","Yes"
"Polygala","Subarctic America","Northern America","0","","","","","","","Yes"
"Polygala","Middle Atlantic Ocean","Africa","1","","","","","","","Yes"
"Polygala","Indo-China","Asia-Tropical","0","","","","","","","Yes"
"Polygala","Southeastern Europe","Europe","0","Yes","","","","","","Yes"
"Polygala","Macaronesia","Africa","both","","","","","","","Yes"
"Polygala","Eastern Europe","Europe","0","","","","","","","Yes"
"Polygala","Northern Africa","Africa","0","","","","","","","Yes"
"Polygala","Southwestern Europe","Europe","0","Yes","","","","","","Yes"
"Polygala","Middle Europe","Europe","0","","","","","","","Yes"
"Polygala","South-Central Pacific","Pacific","1","","","","","","","Yes"
"Polygala","North-Central Pacific","Pacific","1","","","","","","","Yes"
"Platanus","Mexico","Northern America","0","","","Yes","Yes","","",""
"Platanus","Southeastern U.S.A.","Northern America","0","","Yes","Yes","Yes","","",""
"Platanus","Southeastern Europe","Europe","both","Yes","Yes","Yes","Yes","","",""
"Platanus","Western Asia","Asia-Temperate","both","","","Yes","Yes","","",""
"Platanus","Northern Africa","Africa","1","","","Yes","Yes","","",""
"Platanus","North-Central U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Platanus","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Platanus","Southwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","","",""
"Platanus","Eastern Canada","Northern America","0","","","Yes","Yes","","",""
"Platanus","Western South America","Southern America","1","","","Yes","Yes","","",""
"Platanus","Indian Subcontinent","Asia-Tropical","1","","","Yes","Yes","","",""
"Platanus","Central America","Southern America","0","","","Yes","Yes","","",""
"Platanus","South-Central U.S.A.","Northern America","0","","","Yes","Yes","","",""
"Platanus","Caucasus","Asia-Temperate","0","","","Yes","Yes","","",""
"Platanus","Middle Asia","Asia-Temperate","1","","","Yes","Yes","","",""
"Platanus","Indo-China","Asia-Tropical","0","","","Yes","Yes","","",""
"Pittosporum","New Zealand","Australasia","0","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Papuasia","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Pittosporum","Malesia","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Pittosporum","Australia","Australasia","0","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Southwestern Pacific","Pacific","0","","","Yes","Yes","","","Yes"
"Pittosporum","South-Central Pacific","Pacific","0","","","Yes","Yes","","","Yes"
"Pittosporum","Southwestern Europe","Europe","1","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Northwestern Pacific","Pacific","both","","","Yes","Yes","","","Yes"
"Pittosporum","Indo-China","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Pittosporum","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Pittosporum","Southeastern Europe","Europe","1","Yes","","Yes","Yes","","","Yes"
"Pittosporum","Macaronesia","Africa","both","","","Yes","Yes","","","Yes"
"Pittosporum","West Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Pittosporum","Caribbean","Southern America","1","","","Yes","Yes","","","Yes"
"Pittosporum","Northern Africa","Africa","1","","","Yes","Yes","","","Yes"
"Pittosporum","Western South America","Southern America","1","","","Yes","Yes","","","Yes"
"Pittosporum","West-Central Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Pittosporum","South Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Pittosporum","Southeastern U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Pittosporum","Southwestern U.S.A.","Northern America","1","","","Yes","Yes","","","Yes"
"Pittosporum","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Pittosporum","Arabian Peninsula","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Pittosporum","China","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Pittosporum","Northeast Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Pittosporum","Western Indian Ocean","Africa","0","","","Yes","Yes","","","Yes"
"Pittosporum","Subantarctic Islands","Antarctica","1","","","Yes","Yes","","","Yes"
"Pittosporum","Brazil","Southern America","1","","","Yes","Yes","","","Yes"
"Pittosporum","Southern Africa","Africa","0","","","Yes","Yes","","","Yes"
"Pittosporum","East Tropical Africa","Africa","0","","","Yes","Yes","","","Yes"
"Pittosporum","Middle Atlantic Ocean","Africa","1","","","Yes","Yes","","","Yes"
"Pittosporum","Western Asia","Asia-Temperate","1","","","Yes","Yes","","","Yes"
"Pittosporum","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Pittosporum","North-Central Pacific","Pacific","0","","","Yes","Yes","","","Yes"
"Stylidium","Indo-China","Asia-Tropical","0","","","","","","",""
"Stylidium","Australia","Australasia","0","Yes","Yes","","","","",""
"Stylidium","Malesia","Asia-Tropical","0","","","","","","",""
"Stylidium","Indian Subcontinent","Asia-Tropical","both","","","","","","",""
"Stylidium","New Zealand","Australasia","0","","","","","","",""
"Stylidium","China","Asia-Temperate","0","","","","","","",""
"Stylidium","Papuasia","Asia-Tropical","0","","","","","","",""
"Sarracenia","Northeastern U.S.A.","Northern America","0","","","","","","","Yes"
"Sarracenia","Western Canada","Northern America","0","","","","","","","Yes"
"Sarracenia","Eastern Canada","Northern America","0","","","","","","","Yes"
"Sarracenia","Middle Europe","Europe","1","Yes","Yes","","","","","Yes"
"Sarracenia","Subarctic America","Northern America","0","","","","","","","Yes"
"Sarracenia","North-Central U.S.A.","Northern America","0","","","","","","","Yes"
"Sarracenia","Northwestern U.S.A.","Northern America","1","","","","","","","Yes"
"Sarracenia","Southeastern U.S.A.","Northern America","0","","","","","","","Yes"
"Sarracenia","Northern Europe","Europe","1","","","","","","","Yes"
"Sarracenia","South-Central U.S.A.","Northern America","0","","","","","","","Yes"
"Sarracenia","Southwestern Europe","Europe","1","","","","","","","Yes"
"Sarracenia","Southwestern U.S.A.","Northern America","1","","","","","","","Yes"
"Scaevola","Northwestern Pacific","Pacific","0","","","","","","",""
"Scaevola","Caribbean","Southern America","both","","","","","","",""
"Scaevola","North-Central Pacific","Pacific","0","","","","","","",""
"Scaevola","Mexico","Northern America","0","","","","","","",""
"Scaevola","South-Central U.S.A.","Northern America","0","","","","","","",""
"Scaevola","South-Central Pacific","Pacific","0","","","","","","",""
"Scaevola","Northern South America","Southern America","0","","","","","","",""
"Scaevola","Eastern Asia","Asia-Temperate","0","","","","","","",""
"Scaevola","Brazil","Southern America","0","","","","","","",""
"Scaevola","Southeastern U.S.A.","Northern America","0","","","","","","",""
"Scaevola","Northeast Tropical Africa","Africa","0","","","","","","",""
"Scaevola","South Tropical Africa","Africa","0","","","","","","",""
"Scaevola","West Tropical Africa","Africa","0","","","","","","",""
"Scaevola","Western South America","Southern America","0","","","","","","",""
"Scaevola","Southwestern Pacific","Pacific","0","","","","","","",""
"Scaevola","West-Central Tropical Africa","Africa","0","","","","","","",""
"Scaevola","Central America","Southern America","1","","","","","","",""
"Scaevola","East Tropical Africa","Africa","0","","","","","","",""
"Scaevola","Western Indian Ocean","Africa","0","","","","","","",""
"Scaevola","Australia","Australasia","both","Yes","Yes","","","","",""
"Scaevola","Southern Africa","Africa","0","","","","","","",""
"Scaevola","Malesia","Asia-Tropical","0","","","","","","",""
"Scaevola","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Scaevola","Papuasia","Asia-Tropical","0","","","","","","",""
"Scaevola","Indo-China","Asia-Tropical","0","","","","","","",""
"Scaevola","New Zealand","Australasia","0","","","","","","",""
"Scaevola","China","Asia-Temperate","0","","","","","","",""
"Sphenotoma","Australia","Australasia","0","Yes","Yes","","","","",""
"Styphelia","Malesia","Asia-Tropical","0","","","","","","",""
"Styphelia","Southwestern Pacific","Pacific","0","","","","","","",""
"Styphelia","Australia","Australasia","0","Yes","Yes","","","","",""
"Styphelia","Papuasia","Asia-Tropical","0","","","","","","",""
"Styphelia","New Zealand","Australasia","0","","","","","","",""
"Styphelia","Indo-China","Asia-Tropical","0","","","","","","",""
"Schima","China","Asia-Temperate","0","","","Yes","Yes","","",""
"Schima","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","","",""
"Schima","Malesia","Asia-Tropical","0","","","Yes","Yes","","",""
"Schima","Indo-China","Asia-Tropical","0","","","Yes","Yes","","",""
"Schima","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","","",""
"Sophora","Indo-China","Asia-Tropical","0","","","Yes","","","","Yes"
"Sophora","Indian Subcontinent","Asia-Tropical","0","","","Yes","","","","Yes"
"Sophora","New Zealand","Australasia","0","Yes","","Yes","","","","Yes"
"Sophora","West Tropical Africa","Africa","0","","","Yes","","","","Yes"
"Sophora","North-Central U.S.A.","Northern America","0","","","Yes","","","","Yes"
"Sophora","Southwestern U.S.A.","Northern America","0","","","Yes","","","","Yes"
"Sophora","South-Central Pacific","Pacific","both","","","Yes","","","","Yes"
"Sophora","China","Asia-Temperate","0","","","Yes","","","","Yes"
"Sophora","Malesia","Asia-Tropical","0","","","Yes","","","","Yes"
"Sophora","Australia","Australasia","0","","","Yes","","","","Yes"
"Sophora","Northwestern U.S.A.","Northern America","0","","","Yes","","","","Yes"
"Sophora","Eastern Asia","Asia-Temperate","0","","","Yes","","","","Yes"
"Sophora","Caribbean","Southern America","0","","","Yes","","","","Yes"
"Sophora","Southwestern Pacific","Pacific","0","","","Yes","","","","Yes"
"Sophora","Northern South America","Southern America","0","","","Yes","","","","Yes"
"Sophora","Subantarctic Islands","Antarctica","0","","","Yes","","","","Yes"
"Sophora","Southern South America","Southern America","0","","","Yes","","","","Yes"
"Sophora","Western South America","Southern America","both","","","Yes","","","","Yes"
"Sophora","Western Indian Ocean","Africa","both","","","Yes","","","","Yes"
"Sophora","Papuasia","Asia-Tropical","0","","","Yes","","","","Yes"
"Sophora","Middle Asia","Asia-Temperate","0","","","Yes","","","","Yes"
"Sophora","Brazil","Southern America","0","","","Yes","","","","Yes"
"Sophora","Northwestern Pacific","Pacific","0","","","Yes","","","","Yes"
"Sophora","Caucasus","Asia-Temperate","0","","","Yes","","","","Yes"
"Sophora","Western Asia","Asia-Temperate","0","","","Yes","","","","Yes"
"Sophora","Russian Far East","Asia-Temperate","0","","","Yes","","","","Yes"
"Sophora","Mexico","Northern America","0","","","Yes","","","","Yes"
"Sophora","South-Central U.S.A.","Northern America","0","","","Yes","","","","Yes"
"Sophora","Central America","Southern America","0","","","Yes","","","","Yes"
"Sophora","South Tropical Africa","Africa","0","","","Yes","","","","Yes"
"Sophora","Siberia","Asia-Temperate","both","","","Yes","","","","Yes"
"Sophora","North-Central Pacific","Pacific","0","Yes","Yes","Yes","","","","Yes"
"Sophora","Arabian Peninsula","Asia-Temperate","0","","","Yes","","","","Yes"
"Sophora","Southeastern Europe","Europe","0","","","Yes","","","","Yes"
"Sophora","Southeastern U.S.A.","Northern America","0","","","Yes","","","","Yes"
"Sophora","Eastern Europe","Europe","both","","","Yes","","","","Yes"
"Sophora","Northern Europe","Europe","1","Yes","","Yes","","","","Yes"
"Sophora","Mongolia","Asia-Temperate","0","","","Yes","","","","Yes"
"Sophora","Southern Africa","Africa","0","","","Yes","","","","Yes"
"Sophora","West-Central Tropical Africa","Africa","0","","","Yes","","","","Yes"
"Sophora","East Tropical Africa","Africa","0","","","Yes","","","","Yes"
"Skimmia","Eastern Asia","Asia-Temperate","0","","","Yes","Yes","","",""
"Skimmia","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","","",""
"Skimmia","Russian Far East","Asia-Temperate","0","","","Yes","Yes","","",""
"Skimmia","Indo-China","Asia-Tropical","0","","","Yes","Yes","","",""
"Skimmia","China","Asia-Temperate","0","","","Yes","Yes","","",""
"Skimmia","Malesia","Asia-Tropical","0","","","Yes","Yes","","",""
"Skimmia","Western Asia","Asia-Temperate","0","","","Yes","Yes","","",""
"Serruria","Southern Africa","Africa","0","Yes","Yes","","","","",""
"Stirlingia","Australia","Australasia","0","Yes","Yes","","","","",""
"Abelia","China","Asia-Temperate","0","","","Yes","","","",""
"Abelia","Eastern Asia","Asia-Temperate","0","","","Yes","","","",""
"Abelia","Indo-China","Asia-Tropical","0","","","Yes","","","",""
"Acacia","Indo-China","Asia-Tropical","1","Yes","","Yes","","","","Yes"
"Acacia","Australia","Australasia","both","Yes","Yes","Yes","","","","Yes"
"Acacia","Caribbean","Southern America","1","","","Yes","","","","Yes"
"Acacia","Malesia","Asia-Tropical","0","Yes","","Yes","","","","Yes"
"Acacia","Southeastern Europe","Europe","1","Yes","","Yes","","","","Yes"
"Acacia","New Zealand","Australasia","1","Yes","Yes","Yes","","","","Yes"
"Acacia","Western South America","Southern America","1","","","Yes","","","","Yes"
"Acacia","Southwestern Pacific","Pacific","both","","","Yes","","","","Yes"
"Acacia","Southwestern Europe","Europe","1","","","Yes","","","","Yes"
"Acacia","Papuasia","Asia-Tropical","0","","","Yes","","","","Yes"
"Acacia","Indian Subcontinent","Asia-Tropical","1","Yes","","Yes","","","","Yes"
"Acacia","South-Central Pacific","Pacific","1","","","Yes","","","","Yes"
"Acacia","Northern Europe","Europe","1","Yes","","Yes","","","","Yes"
"Acacia","Central America","Southern America","1","","","Yes","","","","Yes"
"Acacia","Northwestern U.S.A.","Northern America","1","","","Yes","","","","Yes"
"Acacia","Northwestern Pacific","Pacific","1","","","Yes","","","","Yes"
"Acacia","Macaronesia","Africa","1","","","Yes","","","","Yes"
"Acacia","West Tropical Africa","Africa","1","","","Yes","","","","Yes"
"Acacia","Southwestern U.S.A.","Northern America","1","","","Yes","","","","Yes"
"Acacia","Northern South America","Southern America","1","","","Yes","","","","Yes"
"Acacia","Eastern Europe","Europe","1","","","Yes","","","","Yes"
"Acacia","Northern Africa","Africa","1","","","Yes","","","","Yes"
"Acacia","Mexico","Northern America","1","","","Yes","","","","Yes"
"Acacia","Arabian Peninsula","Asia-Temperate","1","","","Yes","","","","Yes"
"Acacia","Southeastern U.S.A.","Northern America","1","","","Yes","","","","Yes"
"Acacia","Southern South America","Southern America","1","","","Yes","","","","Yes"
"Acacia","Subantarctic Islands","Antarctica","1","","","Yes","","","","Yes"
"Acacia","Western Asia","Asia-Temperate","1","","","Yes","","","","Yes"
"Acacia","Eastern Asia","Asia-Temperate","both","","","Yes","","","","Yes"
"Acacia","China","Asia-Temperate","1","","","Yes","","","","Yes"
"Acacia","Brazil","Southern America","1","Yes","","Yes","","","","Yes"
"Acacia","Western Indian Ocean","Africa","both","","","Yes","","","","Yes"
"Acacia","North-Central Pacific","Pacific","0","Yes","Yes","Yes","","","","Yes"
"Acacia","South Tropical Africa","Africa","1","","","Yes","","","","Yes"
"Acacia","West-Central Tropical Africa","Africa","1","","","Yes","","","","Yes"
"Acacia","Northeast Tropical Africa","Africa","1","","","Yes","","","","Yes"
"Acacia","East Tropical Africa","Africa","1","Yes","","Yes","","","","Yes"
"Acacia","Caucasus","Asia-Temperate","1","","","Yes","","","","Yes"
"Acacia","Southern Africa","Africa","1","Yes","","Yes","","","","Yes"
"Acacia","Middle Atlantic Ocean","Africa","1","","","Yes","","","","Yes"
"Acer","Western Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Russian Far East","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Middle Asia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Mexico","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Siberia","Asia-Temperate","both","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Northern Africa","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Northern Europe","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Acer","Caucasus","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Macaronesia","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Eastern Europe","Europe","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Acer","Middle Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Acer","Southeastern Europe","Europe","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Acer","Western South America","Southern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Southwestern Europe","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Acer","Southwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","Yes","Yes","Yes"
"Acer","Southern South America","Southern America","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Acer","Central America","Southern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Northeastern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","South-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Malesia","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","North-Central U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Indo-China","Asia-Tropical","0","Yes","","Yes","Yes","Yes","Yes","Yes"
"Acer","Northwestern U.S.A.","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Western Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","China","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Eastern Canada","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","New Zealand","Australasia","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Acer","Australia","Australasia","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Acer","Subarctic America","Northern America","0","","","Yes","Yes","Yes","Yes","Yes"
"Acer","Eastern Asia","Asia-Temperate","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Acer","Mongolia","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Acrotriche","Australia","Australasia","0","Yes","Yes","","","","",""
"Actinidia","Russian Far East","Asia-Temperate","0","","","","","","",""
"Actinidia","Indo-China","Asia-Tropical","0","","","","","","",""
"Actinidia","Eastern Asia","Asia-Temperate","0","Yes","Yes","","","","",""
"Actinidia","Northeastern U.S.A.","Northern America","1","","","","","","",""
"Actinidia","China","Asia-Temperate","0","","","","","","",""
"Actinidia","New Zealand","Australasia","1","Yes","Yes","","","","",""
"Actinidia","Middle Europe","Europe","1","","","","","","",""
"Actinidia","Malesia","Asia-Tropical","0","","","","","","",""
"Actinidia","Southeastern U.S.A.","Northern America","1","","","","","","",""
"Actinidia","Indian Subcontinent","Asia-Tropical","0","","","","","","",""
"Actinidia","Northern Europe","Europe","1","","","","","","",""
"Actinidia","Middle Asia","Asia-Temperate","1","","","","","","",""
"Adenanthos","Australia","Australasia","0","Yes","Yes","","","","",""
"Aesculus","Southeastern Europe","Europe","both","","","Yes","Yes","","","Yes"
"Aesculus","Middle Europe","Europe","1","Yes","","Yes","Yes","","","Yes"
"Aesculus","Southeastern U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Aesculus","Northern Europe","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Aesculus","Northeastern U.S.A.","Northern America","both","","","Yes","Yes","","","Yes"
"Aesculus","South-Central U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Aesculus","Mexico","Northern America","0","","","Yes","Yes","","","Yes"
"Aesculus","Southwestern Europe","Europe","1","","","Yes","Yes","","","Yes"
"Aesculus","Western Asia","Asia-Temperate","0","Yes","","Yes","Yes","","","Yes"
"Aesculus","Middle Asia","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Aesculus","Indian Subcontinent","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Aesculus","Eastern Europe","Europe","1","","","Yes","Yes","","","Yes"
"Aesculus","China","Asia-Temperate","0","","","Yes","Yes","","","Yes"
"Aesculus","Eastern Asia","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Aesculus","Indo-China","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Aesculus","New Zealand","Australasia","1","","","Yes","Yes","","","Yes"
"Aesculus","Western Canada","Northern America","1","","","Yes","Yes","","","Yes"
"Aesculus","Northwestern U.S.A.","Northern America","both","","","Yes","Yes","","","Yes"
"Aesculus","North-Central U.S.A.","Northern America","0","","","Yes","Yes","","","Yes"
"Aesculus","Eastern Canada","Northern America","both","","","Yes","Yes","","","Yes"
"Aesculus","Southwestern U.S.A.","Northern America","0","","Yes","Yes","Yes","","","Yes"
"Agarista","West-Central Tropical Africa","Africa","0","","","Yes","Yes","","",""
"Agarista","Northeast Tropical Africa","Africa","0","","","Yes","Yes","","",""
"Agarista","Southeastern U.S.A.","Northern America","both","","","Yes","Yes","","",""
"Agarista","South Tropical Africa","Africa","0","","","Yes","Yes","","",""
"Agarista","Central America","Southern America","0","","","Yes","Yes","","",""
"Agarista","Mexico","Northern America","0","","","Yes","Yes","","",""
"Agarista","Western Indian Ocean","Africa","0","","","Yes","Yes","","",""
"Agarista","East Tropical Africa","Africa","0","","","Yes","Yes","","",""
"Agarista","Southern South America","Southern America","0","","","Yes","Yes","","",""
"Agarista","West Tropical Africa","Africa","0","","","Yes","Yes","","",""
"Agarista","Northern South America","Southern America","both","","","Yes","Yes","","",""
"Agarista","Western South America","Southern America","0","","","Yes","Yes","","",""
"Agarista","Brazil","Southern America","0","","","Yes","Yes","","",""
"Agathosma","Southern Africa","Africa","0","Yes","Yes","","","","",""
"Alternanthera","South Tropical Africa","Africa","both","","","Yes","Yes","","",""
"Alternanthera","Northeast Tropical Africa","Africa","1","","","Yes","Yes","","",""
"Alternanthera","Western South America","Southern America","0","","","Yes","Yes","","",""
"Alternanthera","Macaronesia","Africa","1","","","Yes","Yes","","",""
"Alternanthera","East Tropical Africa","Africa","1","","","Yes","Yes","","",""
